idx name E N U flagged rotation
0 sb01-09 15.383 -5.163 0.008 False 108.7
1 sb01-10 17.511 -2.026 0.042 False 108.7
2 sb02-01 18.271 3.903 0.023 False 108.7
3 sb02-02 18.211 6.358 0.054 False 108.7
4 sb02-03 16.42 4.064 0.019 False 108.7
5 sb02-04 15.913 7.249 0.05 False 108.7
6 sb02-05 14.207 7.682 0.071 False 108.7
7 sb02-06 14.515 5.132 0.037 False 108.7
8 sb01-01 19.438 -0.097 0.019 False 108.7
9 sb01-02 15.784 -1.962 0.042 False 108.7
10 sb01-03 15.598 -0.171 0.001 False 108.7
11 sb01-04 12.514 1.156 0.003 False 108.7
12 sb01-05 12.077 -0.756 -0.013 False 108.7
13 sb01-06 13.89 -1.484 0.007 False 108.7
14 sb01-07 12.398 -3.987 0.028 False 108.7
15 sb01-08 14.524 -3.326 0.035 False 108.7
16 sb03-04 11.455 10.451 0.045 False 108.7
17 sb03-05 12.114 12.081 0.046 False 108.7
18 sb03-06 8.203 11.606 0.031 False 108.7
19 sb03-07 10.072 9.333 0.041 False 108.7
20 sb03-08 6.277 11.203 0.028 False 108.7
21 sb03-09 7.982 9.245 0.009 False 108.7
22 sb03-10 9.954 7.429 0.022 False 108.7
23 sb03-11 12.478 7.244 0.051 False 108.7
24 sb02-07 12.489 5.238 0.082 False 108.7
25 sb02-08 12.72 3.468 0.02 False 108.7
26 sb02-09 14.114 2.264 0.007 False 108.7
27 sb02-10 16.433 2.26 -0.003 False 108.7
28 sb02-11 17.604 0.113 -0.003 False 108.7
29 sb03-01 15.297 9.465 0.032 False 108.7
30 sb03-02 13.455 9.464 0.054 False 108.7
31 sb03-03 13.672 13.089 0.053 False 108.7
32 sb04-09 8.584 2.025 0.024 False 108.7
33 sb04-10 9.452 0.392 0.033 False 108.7
34 sb04-11 10.846 2.302 0.028 False 108.7
35 sb05-01 10.718 -2.093 0.03 False 108.7
36 sb05-02 8.097 -0.776 0.01 False 108.7
37 sb05-03 6.856 0.69 -0.003 False 108.7
38 sb05-04 6.181 -0.98 0.002 False 108.7
39 sb05-05 3.619 -2.121 -0.006 False 108.7
40 sb04-01 9.859 3.913 0.013 False 108.7
41 sb04-02 10.453 5.666 0.059 False 108.7
