idx name E N U flagged rotation
62 sb06-02 -12.273 14.553 -0.038 False 28.8
63 sb06-03 -14.465 10.796 0.049 False 28.8
64 sb07-09 -5.408 2.965 -0.081 False 28.8
65 sb07-10 -3.434 3.138 -0.042 False 28.8
66 sb07-11 -5.36 5.344 -0.048 False 28.8
67 sb08-01 -13.761 4.214 -0.032 False 28.8
68 sb08-02 -15.407 5.633 -0.0 False 28.8
69 sb08-03 -16.98 4.934 -0.015 False 28.8
70 sb08-04 -17.17 3.129 -0.015 False 28.8
71 sb08-05 -18.388 1.63 -0.022 False 28.8
72 sb07-01 -6.871 6.649 -0.055 False 28.8
73 sb07-02 -8.661 6.818 -0.032 False 28.8
74 sb07-03 -6.981 4.485 -0.042 False 28.8
75 sb07-04 -9.675 4.183 -0.031 False 28.8
76 sb07-05 -9.697 1.496 -0.035 False 28.8
77 sb07-06 -7.304 2.237 -0.059 False 28.8
78 sb07-07 -6.619 0.551 -0.092 False 28.8
79 sb07-08 -3.319 0.727 -0.071 False 28.8
80 sb09-04 -11.573 -2.21 -0.073 False 28.8
81 sb09-05 -8.075 -3.108 -0.033 False 28.8
82 sb09-06 -9.609 -4.954 -0.075 False 28.8
83 sb09-07 -8.051 -5.987 -0.043 False 28.8
84 sb09-08 -6.909 -4.558 -0.053 False 28.8
85 sb09-09 -5.947 -2.398 -0.056 False 28.8
86 sb09-10 -3.26 -1.758 -0.016 False 28.8
87 sb09-11 -4.908 -0.288 -0.075 False 28.8
88 sb08-06 -15.078 1.855 -0.062 False 28.8
89 sb08-07 -13.543 0.874 -0.068 False 28.8
90 sb08-08 -11.556 1.276 -0.057 False 28.8
91 sb08-09 -12.746 2.624 -0.024 False 28.8
92 sb08-10 -11.007 2.998 0.011 False 28.8
93 sb09-01 -7.381 -1.315 -0.068 False 28.8
94 sb09-02 -8.4 0.225 -0.064 False 28.8
95 sb09-03 -10.134 -0.309 -0.037 False 28.8
96 sb10-09 -11.37 -4.838 -0.091 False 28.8
97 sb10-10 -13.354 -1.785 -0.092 False 28.8
98 sb10-11 -12.077 -0.501 -0.071 False 28.8
99 sb11-01 -12.289 -7.124 -0.104 False 28.8
100 sb11-02 -13.838 -6.209 -0.079 False 28.8
101 sb11-03 -13.699 -8.967 -0.125 False 28.8
102 sb11-04 -16.275 -9.095 -0.086 False 28.8
103 sb11-05 -15.233 -10.648 -0.083 False 28.8
104 sb10-01 -14.651 -0.431 -0.067 False 28.8
105 sb10-02 -16.389 0.585 -0.055 False 28.8
106 sb10-03 -19.38 -0.572 -0.016 False 28.8
107 sb10-04 -17.036 -1.811 -0.058 False 28.8
108 sb10-05 -18.439 -5.1 -0.06 False 28.8
109 sb10-06 -15.357 -2.626 -0.108 False 28.8
110 sb10-07 -16.335 -5.052 -0.098 False 28.8
111 sb10-08 -14.165 -3.96 -0.091 False 28.8
112 sb12-04 -7.925 -12.211 -0.033 False 28.8
113 sb12-05 -11.243 -11.239 -0.074 False 28.8
114 sb12-06 -10.588 -13.824 -0.062 False 28.8
115 sb12-07 -9.065 -14.789 -0.037 False 28.8
116 sb12-08 -11.588 -15.515 -0.052 False 28.8
117 sb12-09 -7.402 -17.257 -0.028 False 28.8
118 sb12-10 -7.112 -15.193 -0.032 False 28.8
119 sb12-11 -4.191 -10.401 -0.025 False 28.8
120 sb11-06 -12.857 -12.011 -0.091 False 28.8
121 sb11-07 -12.57 -13.995 -0.077 False 28.8
122 sb11-08 -11.831 -8.809 -0.109 False 28.8
123 sb11-09 -9.743 -8.644 -0.111 False 28.8
124 sb11-10 -9.744 -6.766 -0.077 False 28.8
125 sb12-01 -5.665 -11.396 -0.019 False 28.8
126 sb12-02 -7.816 -10.335 -0.055 False 28.8
127 sb12-03 -9.654 -10.458 -0.083 False 28.8
128 sb13-09 1.031 -17.204 0.005 False 28.8
129 sb13-10 0.43 -15.016 0.029 False 28.8
130 sb13-11 1.106 -13.384 0.034 False 28.8
131 sb14-01 5.818 -12.278 0.015 False 28.8
132 sb14-02 5.643 -15.269 0.042 False 28.8
133 sb14-03 4.098 -12.116 0.071 False 28.8
134 sb14-04 2.889 -13.611 0.074 False 28.8
135 sb14-05 2.184 -15.744 0.027 False 28.8
136 sb13-01 0.063 -12.011 0.041 False 28.8
137 sb13-02 -2.497 -13.515 0.023 False 28.8
138 sb13-03 -4.801 -13.904 0.005 False 28.8
139 sb13-04 -3.379 -15.076 -0.008 False 28.8
140 sb13-05 -5.532 -15.946 -0.026 False 28.8
141 sb13-06 -2.593 -17.052 -0.029 False 28.8
142 sb13-07 -0.966 -16.293 0.009 False 28.8
143 sb13-08 -0.161 -19.484 -0.031 False 28.8
144 sb15-03 -5.122 -4.528 -0.041 False 28.8
145 sb15-04 -5.278 -6.532 -0.022 False 28.8
146 sb15-05 -7.811 -7.84 -0.038 False 28.8
147 sb15-06 -6.2 -9.172 -0.032 False 28.8
148 sb15-07 -3.584 -12.097 -0.003 False 28.8
149 sb15-08 -1.093 -10.463 0.012 False 28.8
150 sb15-09 -2.652 -9.544 -0.009 False 28.8
151 sb15-10 -1.858 -5.733 -0.02 False 28.8
152 sb14-06 3.859 -15.422 0.051 False 28.8
153 sb14-07 2.706 -17.798 0.039 False 28.8
154 sb14-08 6.471 -17.927 0.069 False 28.8
155 sb14-09 7.198 -16.287 0.057 False 28.8
156 sb14-10 8.984 -15.969 0.067 False 28.8
157 sb14-11 7.966 -14.315 0.05 False 28.8
158 sb15-01 -3.383 -4.267 -0.023 False 28.8
159 sb15-02 -3.585 -7.235 -0.069 False 28.8
160 sb16-09 5.981 -10.533 0.03 False 28.8
161 sb16-10 5.365 -7.958 0.01 False 28.8
162 sb16-11 6.847 -8.946 0.024 False 28.8
163 sb17-01 12.366 -9.434 0.027 False 28.8
164 sb17-02 9.559 -8.579 0.036 False 28.8
165 sb17-03 10.615 -10.121 0.038 False 28.8
166 sb17-04 8.117 -10.259 0.061 False 28.8
167 sb17-05 7.676 -12.557 0.055 False 28.8
168 sb16-01 3.117 -6.897 0.008 False 28.8
169 sb16-02 1.371 -5.241 0.009 False 28.8
170 sb16-03 0.36 -6.68 -0.009 False 28.8
171 sb16-04 2.193 -8.371 -0.007 False 28.8
172 sb16-05 -1.591 -8.068 -0.034 False 28.8
173 sb16-06 0.158 -9.148 -0.001 False 28.8
174 sb16-07 2.27 -11.978 0.029 False 28.8
175 sb16-08 3.568 -9.547 0.045 False 28.8
176 sb18-04 -1.626 -0.665 -0.044 False 28.8
177 sb18-05 -1.099 -2.907 -0.027 False 28.8
178 sb18-06 0.149 -1.474 -0.061 False 28.8
179 sb18-07 -0.359 -4.798 -0.024 False 28.8
180 sb18-08 1.759 -3.445 -0.015 False 28.8
181 sb18-09 2.161 -0.476 -0.014 False 28.8
182 sb18-10 3.309 1.522 0.015 False 28.8
183 sb18-11 0.942 3.354 -0.029 False 28.8
184 sb17-06 9.368 -11.651 0.057 False 28.8
185 sb17-07 10.172 -13.818 0.071 False 28.8
186 sb17-08 12.005 -13.613 0.081 False 28.8
187 sb17-09 12.008 -11.816 0.03 False 28.8
188 sb17-10 15.362 -11.754 0.042 False 28.8
189 sb18-01 0.972 0.827 -0.019 False 28.8
190 sb18-02 -1.632 2.94 -0.042 False 28.8
191 sb18-03 -1.617 1.111 -0.059 False 28.8
192 sb19-09 10.405 -5.654 0.064 False 28.8
193 sb19-10 10.041 -2.597 0.031 False 28.8
194 sb19-11 11.7 -1.851 0.026 False 28.8
195 sb20-01 15.131 -4.676 0.019 False 28.8
196 sb20-02 13.948 -3.385 0.048 False 28.8
197 sb20-03 11.463 -4.122 0.018 False 28.8
198 sb20-04 12.856 -5.747 0.037 False 28.8
199 sb20-05 11.671 -7.787 0.03 False 28.8
200 sb19-01 3.933 -0.436 0.012 False 28.8
201 sb19-02 5.903 -1.335 0.036 False 28.8
202 sb19-03 4.704 -3.595 0.01 False 28.8
203 sb19-04 3.362 -4.926 0.008 False 28.8
204 sb19-05 6.98 -3.777 0.05 False 28.8
205 sb19-06 6.608 -5.556 0.047 False 28.8
206 sb19-07 8.222 -6.285 0.043 False 28.8
207 sb19-08 8.859 -3.896 0.041 False 28.8
208 sb21-04 6.647 3.39 0.035 False 28.8
209 sb21-05 5.106 0.934 0.042 False 28.8
210 sb21-06 6.82 0.206 0.04 False 28.8
211 sb21-07 7.904 -1.286 0.054 False 28.8
212 sb21-08 8.081 1.463 0.048 False 28.8
213 sb21-09 9.376 -0.178 0.039 False 28.8
214 sb21-10 10.306 3.261 0.048 False 28.8
215 sb21-11 9.675 5.024 0.105 False 28.8
216 sb20-06 14.186 -8.301 0.059 False 28.8
217 sb20-07 13.968 -10.369 0.062 False 28.8
218 sb20-08 16.205 -9.321 0.048 False 28.8
219 sb20-09 15.379 -6.696 0.02 False 28.8
220 sb20-10 18.171 -4.124 0.056 False 28.8
221 sb21-01 8.967 6.747 0.035 False 28.8
222 sb21-02 7.865 4.881 0.018 False 28.8
223 sb21-03 5.864 5.943 0.045 False 28.8
224 sb22-09 17.613 -0.268 0.044 False 28.8
225 sb22-10 18.185 1.874 0.037 False 28.8
226 sb22-11 15.938 0.542 0.04 False 28.8
227 sb23-01 14.8 9.119 0.035 False 28.8
228 sb23-02 13.017 9.31 0.05 False 28.8
229 sb23-03 10.848 6.779 0.06 False 28.8
230 sb23-04 13.537 6.686 0.055 False 28.8
231 sb23-05 13.219 4.389 -0.006 False 28.8
232 sb22-01 16.67 3.18 0.034 False 28.8
233 sb22-02 14.518 1.905 0.03 False 28.8
234 sb22-03 12.229 2.924 0.046 False 28.8
235 sb22-04 11.811 1.116 0.04 False 28.8
236 sb22-05 13.07 -0.104 0.042 False 28.8
237 sb22-06 15.29 -1.151 0.006 False 28.8
238 sb22-07 16.139 -2.758 0.043 False 28.8
239 sb22-08 18.346 -2.385 0.025 False 28.8
240 sb24-04 8.53 10.353 0.056 False 28.8
241 sb24-05 8.74 8.581 0.041 False 28.8
242 sb24-06 11.09 8.536 0.029 False 28.8
243 sb24-07 10.834 10.974 0.08 False 28.8
244 sb24-08 12.632 11.149 0.055 False 28.8
245 sb24-09 14.451 11.33 0.031 False 28.8
246 sb24-10 13.591 13.342 0.032 False 28.8
247 sb24-11 11.418 13.627 0.044 False 28.8
248 sb23-06 15.149 5.847 0.054 False 28.8
249 sb23-07 14.966 3.731 0.032 False 28.8
250 sb23-08 16.723 4.959 0.003 False 28.8
251 sb23-09 19.34 4.197 0.021 False 28.8
252 sb23-10 17.561 8.011 0.033 False 28.8
253 sb24-01 9.358 15.175 0.054 False 28.8
254 sb24-02 9.722 13.14 0.053 False 28.8
255 sb24-03 7.913 12.14 0.049 False 28.8
