idx name E N U flagged rotation
97 sb10-10 -9.484 9.512 0.002 False 81.4
98 sb10-11 -7.778 9.331 -0.015 False 81.4
99 sb11-01 -13.11 5.43 -0.0 False 81.4
100 sb11-02 -13.361 7.225 -0.013 False 81.4
101 sb11-03 -15.478 5.426 -0.014 False 81.4
102 sb11-04 -17.077 7.303 -0.049 False 81.4
103 sb11-05 -17.689 5.646 -0.023 False 81.4
104 sb10-01 -9.247 11.326 -0.027 False 81.4
105 sb10-02 -9.492 13.362 0.005 False 81.4
106 sb10-03 -12.228 15.083 0.007 False 81.4
107 sb10-04 -11.774 12.417 -0.007 False 81.4
108 sb10-05 -15.239 11.538 0.032 False 81.4
109 sb10-06 -11.409 10.647 0.001 False 81.4
110 sb10-07 -13.938 9.918 -0.006 False 81.4
111 sb10-08 -11.709 8.829 -0.014 False 81.4
112 sb12-04 -14.5 -1.112 -0.024 False 81.4
113 sb12-05 -15.797 2.136 -0.015 False 81.4
114 sb12-06 -17.457 0.008 -0.024 False 81.4
115 sb12-07 -17.236 -1.786 -0.013 False 81.4
116 sb12-08 -19.343 -0.218 -0.026 False 81.4
117 sb12-09 -18.18 -4.61 0.005 False 81.4
118 sb12-10 -16.386 -3.531 0.053 False 81.4
119 sb12-11 -10.851 -2.952 -0.019 False 81.4
120 sb11-06 -17.334 2.97 -0.034 False 81.4
121 sb11-07 -18.747 1.538 -0.056 False 81.4
122 sb11-08 -14.224 4.046 -0.028 False 81.4
123 sb11-09 -12.767 2.493 0.005 False 81.4
124 sb11-10 -11.321 3.623 0.012 False 81.4
125 sb12-01 -12.488 -2.436 -0.042 False 81.4
126 sb12-02 -12.985 -0.069 -0.021 False 81.4
127 sb12-03 -14.208 1.311 -0.024 False 81.4
128 sb13-09 -13.039 -11.214 -0.015 False 81.4
129 sb13-10 -11.675 -9.517 -0.019 False 81.4
130 sb13-11 -9.93 -8.999 -0.033 False 81.4
131 sb14-01 -6.222 -12.082 -0.015 False 81.4
132 sb14-02 -8.657 -13.768 -0.024 False 81.4
133 sb14-03 -7.148 -10.603 -0.014 False 81.4
134 sb14-04 -9.088 -10.588 -0.023 False 81.4
135 sb14-05 -11.195 -11.306 -0.052 False 81.4
136 sb13-01 -9.482 -7.3 0.007 False 81.4
137 sb13-02 -12.269 -6.206 0.011 False 81.4
138 sb13-03 -13.963 -4.68 -0.0 False 81.4
139 sb13-04 -14.013 -6.461 -0.012 False 81.4
140 sb13-05 -16.053 -5.304 0.005 False 81.4
141 sb13-06 -15.147 -8.302 -0.016 False 81.4
142 sb13-07 -13.499 -9.168 -0.035 False 81.4
143 sb13-08 -15.596 -11.714 0.009 False 81.4
144 sb15-03 -6.764 1.318 0.009 False 81.4
145 sb15-04 -8.41 0.098 -0.028 False 81.4
146 sb15-05 -10.954 1.489 -0.002 False 81.4
147 sb15-06 -11.091 -0.654 -0.045 False 81.4
148 sb15-07 -11.778 -4.502 0.017 False 81.4
149 sb15-08 -8.997 -5.464 -0.001 False 81.4
150 sb15-09 -9.21 -3.724 -0.018 False 81.4
151 sb15-10 -5.664 -2.013 -0.023 False 81.4
152 sb14-06 -9.918 -12.427 -0.064 False 81.4
153 sb14-07 -12.526 -12.965 -0.001 False 81.4
154 sb14-08 -10.351 -16.051 -0.006 False 81.4
155 sb14-09 -8.581 -15.64 -0.013 False 81.4
156 sb14-10 -7.233 -16.861 -0.044 False 81.4
157 sb14-11 -6.529 -15.03 -0.017 False 81.4
158 sb15-01 -5.425 0.09 -0.003 False 81.4
159 sb15-02 -7.958 -1.554 -0.027 False 81.4
160 sb16-09 -4.702 -11.147 -0.003 False 81.4
161 sb16-10 -3.146 -9.092 -0.021 False 81.4
162 sb16-11 -2.916 -10.879 -0.0 False 81.4
163 sb17-01 0.004 -15.493 -0.062 False 81.4
164 sb17-02 -1.008 -12.811 0.011 False 81.4
165 sb17-03 -1.552 -14.582 -0.023 False 81.4
166 sb17-04 -3.207 -12.696 -0.011 False 81.4
167 sb17-05 -5.272 -13.73 -0.01 False 81.4
168 sb16-01 -3.561 -6.671 -0.017 False 81.4
169 sb16-02 -3.343 -4.297 -0.031 False 81.4
170 sb16-03 -5.067 -4.369 -0.036 False 81.4
171 sb16-04 -5.347 -6.83 0.006 False 81.4
172 sb16-05 -7.347 -3.626 -0.032 False 81.4
173 sb16-06 -7.14 -5.683 -0.01 False 81.4
174 sb16-07 -8.106 -9.037 -0.012 False 81.4
175 sb16-08 -5.44 -8.633 0.017 False 81.4
176 sb18-04 -1.491 0.834 0.028 False 81.4
177 sb18-05 -2.953 -0.903 -0.011 False 81.4
178 sb18-06 -1.056 -1.014 -0.025 False 81.4
179 sb18-07 -3.952 -2.668 -0.054 False 81.4
180 sb18-08 -1.756 -3.505 -0.067 False 81.4
181 sb18-09 0.959 -1.98 -0.021 False 81.4
182 sb18-10 3.236 -1.685 -0.014 False 81.4
183 sb18-11 3.255 1.297 0.03 False 81.4
184 sb17-06 -3.586 -14.531 -0.032 False 81.4
185 sb17-07 -4.803 -16.486 -0.012 False 81.4
186 sb17-08 -3.549 -17.81 -0.015 False 81.4
187 sb17-09 -2.135 -16.732 0.005 False 81.4
188 sb17-10 0.033 -19.358 -0.053 False 81.4
189 sb18-01 1.255 -0.253 -0.026 False 81.4
190 sb18-02 1.359 3.102 0.052 False 81.4
191 sb18-03 -0.085 1.965 0.046 False 81.4
192 sb19-09 1.859 -11.727 0.006 False 81.4
193 sb19-10 4.062 -9.577 -0.006 False 81.4
194 sb19-11 5.656 -10.389 -0.017 False 81.4
195 sb20-01 5.466 -14.833 0.001 False 81.4
196 sb20-02 5.758 -13.112 0.004 False 81.4
197 sb20-03 3.677 -11.609 0.004 False 81.4
198 sb20-04 3.278 -13.648 0.008 False 81.4
199 sb20-05 0.892 -14.01 0.008 False 81.4
200 sb19-01 2.077 -3.382 -0.023 False 81.4
201 sb19-02 2.549 -5.496 -0.039 False 81.4
202 sb19-03 0.018 -5.912 -0.03 False 81.4
203 sb19-04 -1.834 -5.637 -0.033 False 81.4
204 sb19-05 1.287 -7.804 -0.034 False 81.4
205 sb19-06 -0.388 -8.611 -0.026 False 81.4
206 sb19-07 0.034 -10.334 -0.023 False 81.4
207 sb19-08 2.276 -9.384 -0.017 False 81.4
208 sb21-04 6.743 -3.311 0.014 False 81.4
209 sb21-05 3.829 -3.524 -0.026 False 81.4
210 sb21-06 4.334 -5.269 -0.043 False 81.4
211 sb21-07 3.744 -7.034 -0.034 False 81.4
212 sb21-08 6.093 -5.508 -0.028 False 81.4
213 sb21-09 5.53 -7.522 -0.06 False 81.4
214 sb21-10 8.876 -6.213 -0.02 False 81.4
215 sb21-11 9.803 -4.61 -0.019 False 81.4
216 sb20-06 2.044 -16.311 -0.03 False 81.4
217 sb20-07 0.234 -17.389 -0.027 False 81.4
218 sb20-08 2.477 -18.524 -0.044 False 81.4
219 sb20-09 4.024 -16.283 -0.029 False 81.4
220 sb20-10 7.754 -16.922 -0.02 False 81.4
221 sb21-01 10.826 -2.996 0.003 False 81.4
222 sb21-02 8.654 -3.309 -0.012 False 81.4
223 sb21-03 8.316 -1.085 0.018 False 81.4
224 sb22-09 10.467 -14.138 -0.015 False 81.4
225 sb22-10 12.518 -13.268 -0.01 False 81.4
226 sb22-11 10.111 -12.365 -0.015 False 81.4
227 sb23-01 16.224 -6.221 -0.008 False 81.4
228 sb23-02 15.278 -4.643 0.017 False 81.4
229 sb23-03 11.964 -4.53 -0.046 False 81.4
230 sb23-04 13.509 -6.676 -0.015 False 81.4
231 sb23-05 11.504 -7.846 -0.021 False 81.4
232 sb22-01 12.637 -11.328 -0.001 False 81.4
233 sb22-02 10.317 -10.401 -0.002 False 81.4
234 sb22-03 9.752 -7.95 -0.023 False 81.4
235 sb22-04 8.093 -8.763 -0.051 False 81.4
236 sb22-05 7.841 -10.414 0.01 False 81.4
237 sb22-06 8.405 -12.849 0.015 False 81.4
238 sb22-07 7.593 -14.514 0.003 False 81.4
239 sb22-08 9.236 -15.99 0.014 False 81.4
240 sb24-04 13.444 -0.515 0.014 False 81.4
241 sb24-05 12.109 -1.771 -0.009 False 81.4
242 sb24-06 13.499 -3.644 -0.002 False 81.4
243 sb24-07 15.299 -1.86 -0.012 False 81.4
244 sb24-08 16.525 -3.239 -0.001 False 81.4
245 sb24-09 17.753 -4.623 -0.031 False 81.4
246 sb24-10 18.821 -2.69 0.002 False 81.4
247 sb24-11 17.782 -0.774 -0.004 False 81.4
248 sb23-06 13.87 -8.499 -0.014 False 81.4
249 sb23-07 12.02 -9.588 -0.014 False 81.4
250 sb23-08 14.088 -10.236 -0.013 False 81.4
251 sb23-09 15.078 -12.77 -0.032 False 81.4
252 sb23-10 17.044 -9.035 -0.038 False 81.4
253 sb24-01 17.772 1.811 0.008 False 81.4
254 sb24-02 16.311 0.278 0.017 False 81.4
255 sb24-03 14.42 1.102 0.013 False 81.4
