J2000_NAME,B1950_NAME,PC_J2000,PC_B1950,RA_J2000,DEC_J2000,POS_REF,ALT_NAME,BAND,A,B,C,D,FLUX_JY,UVMIN_kL,UVMAX_kL
1107-448,1104-445,B,B,11h07m08.694135s,"-44d49'07.618440""",Aug01,None,0.7cm,Q,S,S,S,1.11,None,None
1107+164,1104+167,A,A,11h07m15.047430s,"16d28'02.245540""",Aug01,None,6cm,C,S,S,X,0.4,50,None
1107+164,1104+167,A,A,11h07m15.047430s,"16d28'02.245540""",Aug01,None,0.7cm,Q,X,X,X,0.0,None,None
1107+725,1104+728,B,B,11h07m41.7240s,"72d32'36.003""",Nov02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
1108+435,1105+437,A,A,11h08m23.476929s,"43d30'53.657210""",Aug01,CJ2,6cm,C,S,S,S,0.32,None,None
1108+435,1105+437,A,A,11h08m23.476929s,"43d30'53.657210""",Aug01,CJ2,3.7cm,X,S,S,S,0.28,None,None
1108+435,1105+437,A,A,11h08m23.476929s,"43d30'53.657210""",Aug01,CJ2,0.7cm,Q,W,W,W,0.24,None,None
1109+377,1106+380,B,B,11h09m28.8718s,"37d44'30.924""",None,None,20cm,L,X,X,X,1.08,None,None
1109+377,1106+380,B,B,11h09m28.8718s,"37d44'30.924""",None,None,3.7cm,X,X,X,P,0.60,200,None
1109+377,1106+380,B,B,11h09m28.8718s,"37d44'30.924""",None,None,0.7cm,Q,W,W,W,0.20,None,None
1110+604,1107+607,B,B,11h10m13.088123s,"60d28'42.566980""",Aug01,CJ2,20cm,L,S,X,X,0.41,30,None
1110+604,1107+607,B,B,11h10m13.088123s,"60d28'42.566980""",Aug01,CJ2,6cm,C,S,S,S,0.42,None,None
1110+604,1107+607,B,B,11h10m13.088123s,"60d28'42.566980""",Aug01,CJ2,3.7cm,X,S,S,S,0.28,None,None
1110+604,1107+607,B,B,11h10m13.088123s,"60d28'42.566980""",Aug01,CJ2,0.7cm,Q,X,X,X,0.0,None,None
1111+199,1108+201,B,B,11h11m20.065806s,"19d55'36.001090""",Aug01,None,20cm,L,P,P,S,1.30,None,None
1111+199,1108+201,B,B,11h11m20.065806s,"19d55'36.001090""",Aug01,None,6cm,C,S,S,S,0.60,None,None
1111+199,1108+201,B,B,11h11m20.065806s,"19d55'36.001090""",Aug01,None,3.7cm,X,S,S,S,0.36,None,None
1111+199,1108+201,B,B,11h11m20.065806s,"19d55'36.001090""",Aug01,None,0.7cm,Q,X,X,X,0.0,None,None
1110+440,1107+443,B,B,11h10m46.3458s,"44d03'25.938""",Mar02,JVAS,0.7cm,Q,W,W,W,0.15,None,None
1112+347,1109+350,B,B,11h12m38.7687s,"34d46'39.121""",Mar02,JVAS,0.7cm,Q,W,W,W,0.23,None,None
1112-219,1110-217,B,B,11h12m49.848703s,"-21d58'29.351860""",Aug01,None,20cm,L,P,P,S,1.43,6,None
1112-219,1110-217,B,B,11h12m49.848703s,"-21d58'29.351860""",Aug01,None,6cm,C,P,P,P,0.70,None,None
1112-219,1110-217,B,B,11h12m49.848703s,"-21d58'29.351860""",Aug01,None,3.7cm,X,S,S,S,0.49,None,None
1112-219,1110-217,B,B,11h12m49.848703s,"-21d58'29.351860""",Aug01,None,2cm,U,S,S,S,0.30,None,None
1112-219,1110-217,B,B,11h12m49.848703s,"-21d58'29.351860""",Aug01,None,0.7cm,Q,W,W,W,0.13,None,None
1113+147,1111+149,A,A,11h13m58.695097s,"14d42'26.952620""",Aug01,None,20cm,L,X,X,S,.50,7,None
1113+147,1111+149,A,A,11h13m58.695097s,"14d42'26.952620""",Aug01,None,3.7cm,X,P,S,X,0.54,150,None
1113+147,1111+149,A,A,11h13m58.695097s,"14d42'26.952620""",Aug01,None,0.7cm,Q,W,W,W,0.18,None,None
1114+406,1111+408,T,T,11h14m38.5200s,"40d37'19.860""",None,3C254,90cm,P,X,X,X,13,2,None
1114+406,1111+408,T,T,11h14m38.5200s,"40d37'19.860""",None,3C254,20cm,L,X,X,X,2.9,2,None
1116+084,1113+087,B,B,11h16m09.9728s,"08d29'22.023""",Nov02,JVAS,0.7cm,Q,W,W,W,0.40,None,None
1117+413,1115+416,B,B,11h17m53.3339s,"41d20'16.276""",Mar02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
1118+125,1116+128,A,A,11h18m57.301443s,"12d34'41.718060""",Aug01,None,20cm,L,X,X,X,0.00,None,None
1118+125,1116+128,A,A,11h18m57.301443s,"12d34'41.718060""",Aug01,None,6cm,C,S,X,X,1.30,150,None
1118+125,1116+128,A,A,11h18m57.301443s,"12d34'41.718060""",Aug01,None,3.7cm,X,S,S,S,1.50,None,None
1118+125,1116+128,A,A,11h18m57.301443s,"12d34'41.718060""",Aug01,None,2cm,U,S,S,S,1.10,None,None
1118+125,1116+128,A,A,11h18m57.301443s,"12d34'41.718060""",Aug01,None,0.7cm,Q,W,W,W,0.54,None,None
1119-030,1116-027,T,T,11h19m25.3000s,"-03d02'51.320""",None,3C255,90cm,P,S,S,S,10,1,None
1119-030,1116-027,T,T,11h19m25.3000s,"-03d02'51.320""",None,3C255,20cm,L,X,P,P,1.6,30,None
1120-251,1117-248,C,C,11h20m09.120788s,"-25d08'07.608300""",Aug01,None,20cm,L,S,P,P,1.70,60,None
1120-251,1117-248,C,C,11h20m09.120788s,"-25d08'07.608300""",Aug01,None,6cm,C,X,S,S,0.70,90,None
1120-251,1117-248,C,C,11h20m09.120788s,"-25d08'07.608300""",Aug01,None,3.7cm,X,X,S,S,0.45,90,None
1120-251,1117-248,C,C,11h20m09.120788s,"-25d08'07.608300""",Aug01,None,2cm,U,X,X,X,0.02,None,None
1120+070,1118+073,B,B,11h20m38.4439s,"07d04'47.158""",Nov02,JVAS,0.7cm,Q,W,W,W,0.15,None,None
1120+143,1117+146,C,C,11h20m27.807267s,"14d20'54.991600""",Aug01,None,20cm,L,P,P,P,2.42,None,None
1120+143,1117+146,C,C,11h20m27.807267s,"14d20'54.991600""",Aug01,None,6cm,C,S,P,P,1.10,300,None
1120+143,1117+146,C,C,11h20m27.807267s,"14d20'54.991600""",Aug01,None,3.7cm,X,S,P,P,0.66,300,None
1120+143,1117+146,C,C,11h20m27.807267s,"14d20'54.991600""",Aug01,None,2cm,U,X,S,S,0.3,300,None
1120+143,1117+146,C,C,11h20m27.807267s,"14d20'54.991600""",Aug01,None,0.7cm,Q,W,W,W,0.11,None,None
1120+234,1118+237,T,T,11h20m43.0480s,"23d27'54.940""",Oct99,3C256,20cm,L,X,X,X,1.35,3,None
1122+180,1119+183,A,A,11h22m29.711471s,"18d05'26.343400""",Aug01,None,20cm,L,X,X,?,0.70,None,None
1122+180,1119+183,A,A,11h22m29.711471s,"18d05'26.343400""",Aug01,None,6cm,C,P,P,S,0.70,20,None
1122+180,1119+183,A,A,11h22m29.711471s,"18d05'26.343400""",Aug01,None,3.7cm,X,P,P,P,0.56,None,None
1122+180,1119+183,A,A,11h22m29.711471s,"18d05'26.343400""",Aug01,None,2cm,U,S,S,S,0.40,None,None
1122+180,1119+183,A,A,11h22m29.711471s,"18d05'26.343400""",Aug01,None,0.7cm,Q,W,W,W,0.34,None,None
1123+055,1120+057,T,T,11h23m09.1206s,"05d30'20.774""",None,3C257,90cm,P,S,S,S,6,20,None
1124+231,1121+234,B,B,11h24m31.5897s,"23d07'55.976""",Nov02,JVAS,0.7cm,Q,W,W,W,0.18,None,None
1124+236,1121+238,B,B,11h24m02.7072s,"23d36'45.880""",Nov02,JVAS,0.7cm,Q,W,W,W,0.31,None,None
1125+200,1123+203,B,B,11h25m58.7440s,"20d05'54.381""",Nov02,JVAS,0.7cm,Q,W,W,W,0.15,None,None
1125+261,1123+264,A,A,11h25m53.711925s,"26d10'19.978680""",Aug01,None,20cm,L,P,P,P,1.00,None,None
1125+261,1123+264,A,A,11h25m53.711925s,"26d10'19.978680""",Aug01,None,6cm,C,P,P,P,1.00,None,None
1125+261,1123+264,A,A,11h25m53.711925s,"26d10'19.978680""",Aug01,None,3.7cm,X,P,P,P,1.42,None,None
1125+261,1123+264,A,A,11h25m53.711925s,"26d10'19.978680""",Aug01,None,2cm,U,S,S,S,0.7,None,None
1125+261,1123+264,A,A,11h25m53.711925s,"26d10'19.978680""",Aug01,None,0.7cm,Q,W,W,W,0.4,None,None
1126+452,1124+455,A,A,11h26m57.654999s,"45d16'06.282570""",Aug01,CJ2,20cm,L,S,X,X,0.42,20,None
1126+452,1124+455,A,A,11h26m57.654999s,"45d16'06.282570""",Aug01,CJ2,6cm,C,S,S,S,0.33,None,None
1126+452,1124+455,A,A,11h26m57.654999s,"45d16'06.282570""",Aug01,CJ2,3.7cm,X,S,S,S,0.33,None,None
1126+452,1124+455,A,A,11h26m57.654999s,"45d16'06.282570""",Aug01,CJ2,0.7cm,Q,X,X,X,0.0,None,None
1127-189,1124-186,A,A,11h27m04.392448s,"-18d57'17.441660""",Aug01,None,20cm,L,S,S,X,0.50,15,None
1127-189,1124-186,A,A,11h27m04.392448s,"-18d57'17.441660""",Aug01,None,6cm,C,P,P,P,1.95,None,None
1127-189,1124-186,A,A,11h27m04.392448s,"-18d57'17.441660""",Aug01,None,3.7cm,X,P,P,P,1.90,None,None
1127-189,1124-186,A,A,11h27m04.392448s,"-18d57'17.441660""",Aug01,None,2cm,U,P,P,P,2.00,None,None
1127-189,1124-186,A,A,11h27m04.392448s,"-18d57'17.441660""",Aug01,None,0.7cm,Q,S,S,S,1.0,None,None
1127+568,1124+571,B,B,11h27m40.135069s,"56d50'14.794050""",Aug01,CJ2,20cm,L,S,X,X,0.48,20,None
1127+568,1124+571,B,B,11h27m40.135069s,"56d50'14.794050""",Aug01,CJ2,6cm,C,S,S,S,0.33,None,None
1127+568,1124+571,B,B,11h27m40.135069s,"56d50'14.794050""",Aug01,CJ2,3.7cm,X,S,S,S,0.50,None,None
1127+568,1124+571,B,B,11h27m40.135069s,"56d50'14.794050""",Aug01,CJ2,0.7cm,Q,X,X,X,0.0,None,None
1128+594,1125+596,A,A,11h28m13.340684s,"59d25'14.799210""",Aug01,CJ2,20cm,L,S,X,X,0.28,25,None
1128+594,1125+596,A,A,11h28m13.340684s,"59d25'14.799210""",Aug01,CJ2,6cm,C,S,S,S,0.31,None,None
1128+594,1125+596,A,A,11h28m13.340684s,"59d25'14.799210""",Aug01,CJ2,3.7cm,X,S,S,S,0.51,None,None
1128+594,1125+596,A,A,11h28m13.340684s,"59d25'14.799210""",Aug01,CJ2,0.7cm,Q,W,W,W,0.3,None,None
1130-148,1127-145,A,A,11h30m07.052580s,"-14d49'27.388160""",Aug01,None,20cm,L,P,P,P,5.33,None,None
1130-148,1127-145,A,A,11h30m07.052580s,"-14d49'27.388160""",Aug01,None,6cm,C,P,P,P,4.60,None,None
1130-148,1127-145,A,A,11h30m07.052580s,"-14d49'27.388160""",Aug01,None,3.7cm,X,P,P,P,3.06,None,None
1130-148,1127-145,A,A,11h30m07.052580s,"-14d49'27.388160""",Aug01,None,2cm,U,P,P,P,2.30,None,None
1130-148,1127-145,A,A,11h30m07.052580s,"-14d49'27.388160""",Aug01,None,0.7cm,Q,W,W,W,0.6,None,None
1130+087,1128+090,B,B,11h30m35.9503s,"08d46'43.088""",Nov02,JVAS,0.7cm,Q,W,W,W,0.17,None,None
1130+305,1128+308,B,B,11h30m42.4282s,"30d31'35.365""",Mar02,JVAS,0.7cm,Q,W,W,W,0.42,None,None
1130+382,1128+385,A,A,11h30m53.282612s,"38d15'18.547070""",Aug01,None,20cm,L,P,P,S,0.84,5,None
1130+382,1128+385,A,A,11h30m53.282612s,"38d15'18.547070""",Aug01,None,6cm,C,P,P,P,1.10,None,None
1130+382,1128+385,A,A,11h30m53.282612s,"38d15'18.547070""",Aug01,None,3.7cm,X,P,P,P,0.72,None,None
1130+382,1128+385,A,A,11h30m53.282612s,"38d15'18.547070""",Aug01,None,2cm,U,P,P,P,1.30,None,None
1130+382,1128+385,A,A,11h30m53.282612s,"38d15'18.547070""",Aug01,None,0.7cm,Q,W,W,W,0.4,None,None
1131+312,1128+315,B,B,11h31m09.4797s,"31d14'05.490""",Mar02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
1131-050,1128-047,A,A,11h31m30.516732s,"-05d00'19.657360""",Aug01,None,20cm,L,S,S,X,0.70,30,None
1131-050,1128-047,A,A,11h31m30.516732s,"-05d00'19.657360""",Aug01,None,6cm,C,S,S,S,0.90,300,None
1131-050,1128-047,A,A,11h31m30.516732s,"-05d00'19.657360""",Aug01,None,3.7cm,X,S,P,P,0.60,300,None
1131-050,1128-047,A,A,11h31m30.516732s,"-05d00'19.657360""",Aug01,None,2cm,U,X,S,S,0.70,300,None
1131-050,1128-047,A,A,11h31m30.516732s,"-05d00'19.657360""",Aug01,None,0.7cm,Q,W,W,W,0.46,None,None
1132+005,1130+008,B,B,11h32m45.6189s,"00d34'27.821""",Nov02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
1133+002,1130+005,B,B,11h33m03.0298s,"00d15'48.981""",Nov02,JVAS,0.7cm,Q,W,W,W,0.14,None,None
1133+006,1130+009,A,A,11h33m20.055797s,"00d40'52.837200""",Aug01,None,20cm,L,X,X,X,0.30,None,None
1133+006,1130+009,A,A,11h33m20.055797s,"00d40'52.837200""",Aug01,None,3.7cm,X,S,S,S,0.27,None,None
1133+006,1130+009,A,A,11h33m20.055797s,"00d40'52.837200""",Aug01,None,0.7cm,Q,W,W,W,0.16,None,None
1136+341,1133+344,B,B,11h36m27.3454s,"34d07'39.504""",Mar02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
1136+701,1133+704,B,B,11h36m26.4069s,"70d09'27.304""",Nov02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
1138+477,1135+480,B,B,11h38m21.1374s,"47d45'15.408""",Mar02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
1139+405,1136+408,B,B,11h39m02.7344s,"40d32'54.841""",Mar02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
1139+769,1136+771,B,B,11h39m51.5493s,"76d54'32.289""",Nov02,JVAS,0.7cm,Q,W,W,W,0.18,None,None
1139-138,1136-135,A,A,11h39m10.702580s,"-13d50'43.639870""",Aug01,None,90cm,P,X,X,S,14,2,None
1139-138,1136-135,A,A,11h39m10.702580s,"-13d50'43.639870""",Aug01,None,20cm,L,X,X,X,4.5,2,None
1139+657,1137+660,T,T,11h39m58.5418s,"65d47'46.454""",None,None,20cm,L,X,X,X,3.00,3,None
1139+657,1137+660,T,T,11h39m58.5418s,"65d47'46.454""",None,None,6cm,C,X,X,X,0.00,None,None
1139+657,1137+660,T,T,11h39m58.5418s,"65d47'46.454""",None,None,2cm,U,X,X,X,0.00,None,None
1141+641,1138+644,B,B,11h41m12.2283s,"64d10'05.484""",Nov02,JVAS,0.7cm,Q,W,W,W,0.15,None,None
1142-116,1140-114,T,T,11h42m35.0059s,"-11d41'47.838""",None,None,90cm,P,S,S,S,7,1,16
1142-116,1140-114,T,T,11h42m35.0059s,"-11d41'47.838""",None,None,20cm,L,X,X,S,1.3,2,16
1143+221,1140+223,T,T,11h43m25.0893s,"22d06'56.069""",None,None,90cm,P,X,X,S,14,3,None
1143+221,1140+223,T,T,11h43m25.0893s,"22d06'56.069""",None,None,20cm,L,X,X,X,3.0,3,None
1145-228,1142-225,A,A,11h45m22.046820s,"-22d50'31.342980""",Aug01,None,20cm,L,S,S,S,0.50,7.5,None
1145-228,1142-225,A,A,11h45m22.046820s,"-22d50'31.342980""",Aug01,None,6cm,C,S,S,S,0.60,None,None
1145-228,1142-225,A,A,11h45m22.046820s,"-22d50'31.342980""",Aug01,None,3.7cm,X,P,P,P,0.78,None,None
1145-228,1142-225,A,A,11h45m22.046820s,"-22d50'31.342980""",Aug01,None,2cm,U,S,S,S,0.40,None,None
1145-228,1142-225,A,A,11h45m22.046820s,"-22d50'31.342980""",Aug01,None,0.7cm,Q,W,W,W,0.20,None,None
1145+049,1142+052,B,B,11h45m21.3159s,"04d55'26.699""",Nov02,JVAS,0.7cm,Q,W,W,W,0.16,None,None
1145+443,1143+446,B,B,11h45m38.5190s,"44d20'21.918""",Mar02,JVAS,0.7cm,Q,W,W,W,0.33,None,None
1145+497,1143+500,T,T,11h45m43.3748s,"49d46'08.062""",None,3C266,90cm,P,X,S,S,6,2,8
1145+497,1143+500,T,T,11h45m43.3748s,"49d46'08.062""",None,3C266,20cm,L,X,X,S,1.40,6,None
1145+497,1143+500,T,T,11h45m43.3748s,"49d46'08.062""",None,3C266,6cm,C,X,X,X,0.00,None,None
1145+497,1143+500,T,T,11h45m43.3748s,"49d46'08.062""",None,3C266,2cm,U,X,X,X,0.00,None,None
1146-247,1143-245,A,A,11h46m08.103374s,"-24d47'32.896810""",Aug01,None,20cm,L,P,P,P,1.30,None,None
1146-247,1143-245,A,A,11h46m08.103374s,"-24d47'32.896810""",Aug01,None,6cm,C,P,P,P,1.10,None,None
1146-247,1143-245,A,A,11h46m08.103374s,"-24d47'32.896810""",Aug01,None,3.7cm,X,P,P,P,1.00,None,None
1146-247,1143-245,A,A,11h46m08.103374s,"-24d47'32.896810""",Aug01,None,2cm,U,S,S,S,0.60,None,None
1146-247,1143-245,A,A,11h46m08.103374s,"-24d47'32.896810""",Aug01,None,0.7cm,Q,W,W,W,0.21,None,None
1146-289,1143-287,A,A,11h46m26.188639s,"-28d59'18.504680""",Aug01,None,20cm,L,S,S,X,0.43,22,None
1146-289,1143-287,A,A,11h46m26.188639s,"-28d59'18.504680""",Aug01,None,6cm,C,P,P,P,0.70,None,None
1146-289,1143-287,A,A,11h46m26.188639s,"-28d59'18.504680""",Aug01,None,3.7cm,X,S,S,S,0.37,None,None
1146-289,1143-287,A,A,11h46m26.188639s,"-28d59'18.504680""",Aug01,None,2cm,U,S,S,S,0.70,None,None
1146-289,1143-287,A,A,11h46m26.188639s,"-28d59'18.504680""",Aug01,None,0.7cm,Q,W,W,W,0.15,None,None
1146+588,1143+590,A,A,11h46m26.911641s,"58d48'34.263110""",Aug01,CJ2,20cm,L,S,S,X,0.34,10,None
1146+588,1143+590,A,A,11h46m26.911641s,"58d48'34.263110""",Aug01,CJ2,6cm,C,S,S,S,0.40,None,None
1146+588,1143+590,A,A,11h46m26.911641s,"58d48'34.263110""",Aug01,CJ2,3.7cm,X,S,S,S,0.57,None,None
1146+588,1143+590,A,A,11h46m26.911641s,"58d48'34.263110""",Aug01,CJ2,0.7cm,Q,W,W,W,0.13,None,None
1146-334,1143-332,C,C,11h46m28.4520s,"-33d28'42.660""",May02,None,0.7cm,Q,W,W,W,0.26,None,None
1146+539,1144+542,A,A,11h46m44.204327s,"53d56'43.083050""",Aug01,None,20cm,L,S,S,S,0.60,6,None
1146+539,1144+542,A,A,11h46m44.204327s,"53d56'43.083050""",Aug01,None,6cm,C,S,S,S,0.50,None,None
1146+539,1144+542,A,A,11h46m44.204327s,"53d56'43.083050""",Aug01,None,3.7cm,X,S,S,S,0.38,None,None
1146+539,1144+542,A,A,11h46m44.204327s,"53d56'43.083050""",Aug01,None,0.7cm,Q,W,W,W,0.15,None,None
1146+399,1144+402,A,A,11h46m58.297907s,"39d58'34.304610""",Aug01,None,20cm,L,P,P,S,1.10,None,None
1146+399,1144+402,A,A,11h46m58.297907s,"39d58'34.304610""",Aug01,None,6cm,C,P,P,P,1.30,None,None
1146+399,1144+402,A,A,11h46m58.297907s,"39d58'34.304610""",Aug01,None,3.7cm,X,P,P,P,1.20,None,None
1146+399,1144+402,A,A,11h46m58.297907s,"39d58'34.304610""",Aug01,None,2cm,U,P,P,P,1.60,None,None
1146+399,1144+402,A,A,11h46m58.297907s,"39d58'34.304610""",Aug01,None,0.7cm,Q,S,S,S,0.85,None,None
1147-382,1144-379,A,A,11h47m01.370704s,"-38d12'11.023530""",Aug01,None,20cm,L,P,P,S,1.44,5,None
1147-382,1144-379,A,A,11h47m01.370704s,"-38d12'11.023530""",Aug01,None,6cm,C,P,P,P,4.70,None,None
1147-382,1144-379,A,A,11h47m01.370704s,"-38d12'11.023530""",Aug01,None,3.7cm,X,P,P,P,2.61,None,None
1147-382,1144-379,A,A,11h47m01.370704s,"-38d12'11.023530""",Aug01,None,2cm,U,P,P,S,3.50,None,None
1147-382,1144-379,A,A,11h47m01.370704s,"-38d12'11.023530""",Aug01,None,0.7cm,Q,S,S,S,1.5,None,None
1147+265,1145+268,B,B,11h47m59.7656s,"26d35'42.334""",Nov02,JVAS,0.7cm,Q,W,W,W,0.30,None,None
1147+350,1144+352,A,A,11h47m22.130606s,"35d01'07.522920""",Aug01,CJ2,20cm,L,S,S,X,0.57,10,None
1147+350,1144+352,A,A,11h47m22.130606s,"35d01'07.522920""",Aug01,CJ2,6cm,C,S,S,S,0.54,None,None
1147+350,1144+352,A,A,11h47m22.130606s,"35d01'07.522920""",Aug01,CJ2,3.7cm,X,S,S,S,0.50,None,None
1147+350,1144+352,A,A,11h47m22.130606s,"35d01'07.522920""",Aug01,CJ2,2cm,U,W,W,W,0.3,None,None
1147+350,1144+352,A,A,11h47m22.130606s,"35d01'07.522920""",Aug01,CJ2,0.7cm,Q,W,W,W,0.2,None,None
1147-074,1145-071,A,A,11h47m51.554036s,"-07d24'41.141090""",Aug01,None,20cm,L,P,P,S,1.00,5,None
1147-074,1145-071,A,A,11h47m51.554036s,"-07d24'41.141090""",Aug01,None,6cm,C,P,P,P,1.00,None,None
1147-074,1145-071,A,A,11h47m51.554036s,"-07d24'41.141090""",Aug01,None,3.7cm,X,P,P,P,0.70,None,None
1147-074,1145-071,A,A,11h47m51.554036s,"-07d24'41.141090""",Aug01,None,2cm,U,S,S,S,0.70,None,None
1147-074,1145-071,A,A,11h47m51.554036s,"-07d24'41.141090""",Aug01,None,0.7cm,Q,W,W,W,0.29,None,None
1148+186,1146+189,B,B,11h48m37.7776s,"18d40'08.983""",Nov02,JVAS,0.7cm,Q,W,W,W,0.16,None,None
1148+594,1146+596,B,B,11h48m50.358242s,"59d24'56.382430""",Aug01,CJ2,20cm,L,S,S,S,0.48,15,None
1148+594,1146+596,B,B,11h48m50.358242s,"59d24'56.382430""",Aug01,CJ2,6cm,C,S,S,S,0.52,None,None
1148+594,1146+596,B,B,11h48m50.358242s,"59d24'56.382430""",Aug01,CJ2,3.7cm,X,S,S,S,0.63,None,None
1148+594,1146+596,B,B,11h48m50.358242s,"59d24'56.382430""",Aug01,CJ2,2cm,U,W,W,W,0.38,None,None
1148+594,1146+596,B,B,11h48m50.358242s,"59d24'56.382430""",Aug01,CJ2,1.3cm,K,W,W,W,0.28,None,None
1148+594,1146+596,B,B,11h48m50.358242s,"59d24'56.382430""",Aug01,CJ2,0.7cm,Q,W,W,W,0.33,None,None
1148+529,1146+531,A,A,11h48m56.569016s,"52d54'25.323330""",Aug01,CJ2,20cm,L,X,X,X,0.20,None,None
1148+529,1146+531,A,A,11h48m56.569016s,"52d54'25.323330""",Aug01,CJ2,6cm,C,S,S,S,0.32,None,None
1148+529,1146+531,A,A,11h48m56.569016s,"52d54'25.323330""",Aug01,CJ2,3.7cm,X,S,S,S,0.60,None,None
1148+529,1146+531,A,A,11h48m56.569016s,"52d54'25.323330""",Aug01,CJ2,0.7cm,Q,W,W,W,0.15,None,None
1149+284,1146+286,B,B,11h49m08.9065s,"28d24'34.903""",Nov02,JVAS,0.7cm,Q,W,W,W,0.17,None,None
1150+242,1147+245,A,A,11h50m19.212173s,"24d17'53.835030""",Aug01,None,20cm,L,S,S,S,0.70,None,None
1150+242,1147+245,A,A,11h50m19.212173s,"24d17'53.835030""",Aug01,None,6cm,C,P,P,P,0.80,None,None
1150+242,1147+245,A,A,11h50m19.212173s,"24d17'53.835030""",Aug01,None,3.7cm,X,P,P,P,0.78,None,None
1150+242,1147+245,A,A,11h50m19.212173s,"24d17'53.835030""",Aug01,None,2cm,U,S,S,S,0.70,None,None
1150+242,1147+245,A,A,11h50m19.212173s,"24d17'53.835030""",Aug01,None,0.7cm,Q,W,W,W,0.49,None,None
1150-003,1148-001,A,A,11h50m43.870761s,"-00d23'54.204900""",Aug01,None,20cm,L,P,P,P,2.80,None,None
1150-003,1148-001,A,A,11h50m43.870761s,"-00d23'54.204900""",Aug01,None,6cm,C,P,P,P,1.92,None,None
1150-003,1148-001,A,A,11h50m43.870761s,"-00d23'54.204900""",Aug01,None,3.7cm,X,P,P,P,1.25,None,None
1150-003,1148-001,A,A,11h50m43.870761s,"-00d23'54.204900""",Aug01,None,2cm,U,P,P,P,1.40,None,None
1150-003,1148-001,A,A,11h50m43.870761s,"-00d23'54.204900""",Aug01,None,1.3cm,K,S,S,S,0.63,None,None
1150-003,1148-001,A,A,11h50m43.870761s,"-00d23'54.204900""",Aug01,None,0.7cm,Q,W,W,W,0.65,None,None
1152+496,1149+499,B,B,11h52m32.8735s,"49d39'38.774""",None,None,20cm,L,X,X,X,0.79,None,None
1152+496,1149+499,B,B,11h52m32.8735s,"49d39'38.774""",None,None,3.7cm,X,X,S,S,0.53,300,None
1152+496,1149+499,B,B,11h52m32.8735s,"49d39'38.774""",None,None,2cm,U,S,S,S,0.51,None,None
1152+496,1149+499,B,B,11h52m32.8735s,"49d39'38.774""",None,None,0.7cm,Q,W,W,W,0.3,None,None
1153+809,1150+812,A,A,11h53m12.499130s,"80d58'29.154510""",Aug01,None,20cm,L,P,P,X,1.40,10,None
1153+809,1150+812,A,A,11h53m12.499130s,"80d58'29.154510""",Aug01,None,6cm,C,P,P,P,1.20,None,None
1153+809,1150+812,A,A,11h53m12.499130s,"80d58'29.154510""",Aug01,None,3.7cm,X,P,P,P,1.45,None,None
1153+809,1150+812,A,A,11h53m12.499130s,"80d58'29.154510""",Aug01,None,2cm,U,P,P,P,1.3,None,None
1153+809,1150+812,A,A,11h53m12.499130s,"80d58'29.154510""",Aug01,None,0.7cm,Q,W,W,W,0.56,None,None
1153+495,1150+497,A,A,11h53m24.466626s,"49d31'08.830140""",Aug01,None,20cm,L,X,X,X,1.60,3,None
1153+495,1150+497,A,A,11h53m24.466626s,"49d31'08.830140""",Aug01,None,6cm,C,S,X,X,0.5,200,None
1153+495,1150+497,A,A,11h53m24.466626s,"49d31'08.830140""",Aug01,None,3.7cm,X,X,X,?,1.12,None,None
1153+495,1150+497,A,A,11h53m24.466626s,"49d31'08.830140""",Aug01,None,2cm,U,P,P,S,1.22,None,None
1153+495,1150+497,A,A,11h53m24.466626s,"49d31'08.830140""",Aug01,None,0.7cm,Q,S,S,S,1.2,None,None
1153+406,1151+408,A,A,11h53m54.658968s,"40d36'52.618940""",Aug01,CJ2,20cm,L,S,S,X,1.12,20,None
1153+406,1151+408,A,A,11h53m54.658968s,"40d36'52.618940""",Aug01,CJ2,6cm,C,S,S,S,0.73,20,None
1153+406,1151+408,A,A,11h53m54.658968s,"40d36'52.618940""",Aug01,CJ2,3.7cm,X,S,S,S,0.55,None,None
1153+406,1151+408,A,A,11h53m54.658968s,"40d36'52.618940""",Aug01,CJ2,0.7cm,Q,W,W,W,0.12,None,None
1154-350,1151-348,C,C,11h54m21.7949s,"-35d05'28.992""",None,None,90cm,P,S,S,S,11,None,None
1154-350,1151-348,C,C,11h54m21.7949s,"-35d05'28.992""",None,None,20cm,L,P,P,S,5.00,None,None
1154-350,1151-348,C,C,11h54m21.7949s,"-35d05'28.992""",None,None,6cm,C,X,S,P,2.70,150,None
1154-350,1151-348,C,C,11h54m21.7949s,"-35d05'28.992""",None,None,3.7cm,X,X,S,P,1.65,150,None
1154-350,1151-348,C,C,11h54m21.7949s,"-35d05'28.992""",None,None,2cm,U,X,X,S,0.90,150,None
1154-350,1151-348,C,C,11h54m21.7949s,"-35d05'28.992""",None,None,0.7cm,Q,W,W,W,0.32,None,None
