idx name E N U flagged rotation
59 sb05-09 9.904 3.328 0.022 False 56.1
60 sb05-10 9.255 5.018 0.001 False 56.1
61 sb06-01 -5.64 16.668 0.015 False 56.1
62 sb06-02 -4.256 18.565 0.05 False 56.1
63 sb06-03 -7.923 16.231 0.032 False 56.1
64 sb07-09 -3.5 5.103 -0.015 False 56.1
65 sb07-10 -1.62 4.364 -0.009 False 56.1
66 sb07-11 -2.289 7.163 -0.006 False 56.1
67 sb08-01 -10.299 10.059 0.016 False 56.1
68 sb08-02 -11.094 12.057 0.006 False 56.1
69 sb08-03 -12.818 12.124 -0.0 False 56.1
70 sb08-04 -13.779 10.681 -0.008 False 56.1
71 sb08-05 -15.612 9.895 -0.012 False 56.1
72 sb07-01 -3.086 9.098 -0.02 False 56.1
73 sb07-02 -4.572 10.035 0.001 False 56.1
74 sb07-03 -4.132 7.141 -0.011 False 56.1
75 sb07-04 -6.66 8.105 -0.014 False 56.1
76 sb07-05 -7.931 5.807 0.016 False 56.1
77 sb07-06 -5.469 5.35 0.004 False 56.1
78 sb07-07 -5.597 3.561 0.01 False 56.1
79 sb07-08 -2.667 2.147 0.017 True 56.1
80 sb09-04 -11.282 3.33 -0.036 False 56.1
81 sb09-05 -8.654 0.928 -0.061 False 56.1
82 sb09-06 -10.789 -0.021 -0.053 False 56.1
83 sb09-07 -9.864 -1.58 -0.04 False 56.1
84 sb09-08 -8.247 -0.856 -0.05 False 56.1
85 sb09-09 -6.372 0.579 -0.02 False 56.1
86 sb09-10 -3.693 -0.096 -0.01 False 56.1
87 sb09-11 -4.498 2.003 -0.0 False 56.1
88 sb08-06 -12.524 8.526 -0.009 False 56.1
89 sb08-07 -11.636 7.012 -0.004 False 56.1
90 sb08-08 -9.683 6.439 0.01 False 56.1
91 sb08-09 -10.155 8.223 0.003 False 56.1
92 sb08-10 -8.426 7.699 0.012 False 56.1
93 sb09-01 -7.171 2.217 0.002 False 56.1
94 sb09-02 -7.379 4.075 -0.001 False 56.1
95 sb09-03 -9.128 4.345 0.005 False 56.1
96 sb10-09 -12.33 0.938 -0.049 False 56.1
97 sb10-10 -12.66 4.57 -0.04 False 56.1
98 sb10-11 -10.995 5.15 -0.008 False 56.1
99 sb11-01 -14.166 -0.718 -0.076 False 56.1
100 sb11-02 -15.135 0.812 -0.071 False 56.1
101 sb11-03 -16.348 -1.695 -0.089 False 56.1
102 sb11-04 -18.594 -0.673 -0.109 False 56.1
103 sb11-05 -18.423 -2.476 -0.085 False 56.1
104 sb10-01 -13.207 6.315 -0.043 False 56.1
105 sb10-02 -14.308 8.051 -0.01 False 56.1
106 sb10-03 -17.491 8.398 -0.058 False 56.1
107 sb10-04 -15.932 6.244 -0.051 False 56.1
108 sb10-05 -18.735 3.943 -0.09 False 56.1
109 sb10-06 -14.857 4.735 -0.05 False 56.1
110 sb10-07 -16.829 2.986 -0.074 False 56.1
111 sb10-08 -14.375 3.0 -0.044 False 56.1
112 sb12-04 -12.635 -7.232 -0.087 False 56.1
113 sb12-05 -15.158 -4.82 -0.092 False 56.1
114 sb12-06 -15.777 -7.402 -0.119 False 56.1
115 sb12-07 -14.821 -8.993 -0.125 False 56.1
116 sb12-08 -17.468 -8.481 -0.132 False 56.1
117 sb12-09 -14.478 -11.968 -0.136 False 56.1
118 sb12-10 -13.259 -10.184 -0.114 False 56.1
119 sb12-11 -8.539 -7.254 -0.067 False 56.1
120 sb11-06 -16.913 -4.729 -0.092 False 56.1
121 sb11-07 -17.635 -6.6 -0.139 False 56.1
122 sb11-08 -14.586 -2.449 -0.045 False 56.1
123 sb11-09 -12.607 -3.159 -0.074 False 56.1
124 sb11-10 -11.744 -1.565 -0.054 False 56.1
125 sb12-01 -10.25 -7.557 -0.059 False 56.1
126 sb12-02 -11.746 -5.602 -0.072 False 56.1
127 sb12-03 -13.363 -4.895 -0.079 False 56.1
128 sb13-09 -6.968 -15.731 -0.04 False 56.1
129 sb13-10 -6.502 -13.552 -0.009 False 56.1
130 sb13-11 -5.124 -12.385 0.003 False 56.1
131 sb14-01 -0.442 -13.593 -0.017 False 56.1
132 sb14-02 -1.925 -16.157 -0.021 False 56.1
133 sb14-03 -1.947 -12.613 -0.016 False 56.1
134 sb14-04 -3.698 -13.42 0.007 False 56.1
135 sb14-05 -5.309 -14.982 -0.031 False 56.1
136 sb13-01 -5.46 -10.679 0.003 False 56.1
137 sb13-02 -8.453 -10.877 -0.047 False 56.1
138 sb13-03 -10.623 -10.167 -0.07 False 56.1
139 sb13-04 -9.896 -11.866 -0.041 False 56.1
140 sb13-05 -12.258 -11.677 -0.113 False 56.1
141 sb13-06 -10.126 -13.983 -0.086 False 56.1
142 sb13-07 -8.283 -14.028 -0.062 False 56.1
143 sb13-08 -9.044 -17.234 -0.052 False 56.1
144 sb15-03 -6.667 -1.665 -0.072 False 56.1
145 sb15-04 -7.641 -3.457 -0.052 False 56.1
146 sb15-05 -10.567 -3.309 -0.047 False 56.1
147 sb15-06 -9.754 -5.358 -0.069 False 56.1
148 sb15-07 -8.759 -9.093 -0.042 False 56.1
149 sb15-08 -5.776 -8.786 -0.016 False 56.1
150 sb15-09 -6.704 -7.303 -0.034 True 56.1
151 sb15-10 -4.222 -4.247 -0.011 False 56.1
152 sb14-06 -3.634 -15.426 -0.008 False 56.1
153 sb14-07 -5.762 -17.093 -0.034 False 56.1
154 sb14-08 -2.478 -18.871 -0.018 False 56.1
155 sb14-09 -1.103 -17.769 -0.029 False 56.1
156 sb14-10 0.642 -18.301 0.001 False 56.1
157 sb14-11 0.556 -16.363 -0.014 False 56.1
158 sb15-01 -4.929 -2.199 -0.027 False 56.1
159 sb15-02 -6.574 -4.788 -0.021 False 56.1
160 sb16-09 0.502 -12.061 0.034 False 56.1
161 sb16-10 1.122 -9.469 -0.014 False 56.1
162 sb16-11 1.984 -11.128 0.019 True 56.1
163 sb17-01 6.695 -14.122 0.034 False 56.1
164 sb17-02 4.51 -12.015 0.011 False 56.1
165 sb17-03 4.766 -13.832 0.033 False 56.1
166 sb17-04 2.54 -12.856 0.025 False 56.1
167 sb17-05 1.104 -14.667 0.004 False 56.1
168 sb16-01 -0.369 -7.584 0.015 False 56.1
169 sb16-02 -1.184 -5.282 0.008 False 56.1
170 sb16-03 -2.792 -6.119 -0.002 False 56.1
171 sb16-04 -1.883 -8.467 0.007 False 56.1
172 sb16-05 -5.128 -6.414 -0.016 False 56.1
173 sb16-06 -4.039 -8.224 -0.005 False 56.1
174 sb16-07 -3.489 -11.659 0.008 False 56.1
175 sb16-08 -1.247 -10.147 -0.012 False 56.1
176 sb18-04 -1.727 0.121 0.031 False 56.1
177 sb18-05 -2.317 -2.061 -0.009 False 56.1
178 sb18-06 -0.562 -1.374 0.024 False 56.1
179 sb18-07 -2.461 -4.09 -0.024 False 56.1
180 sb18-08 0.002 -3.823 -0.015 False 56.1
181 sb18-09 1.687 -1.387 0.024 False 56.1
182 sb18-10 3.621 -0.148 0.029 False 56.1
183 sb18-11 2.351 2.56 -0.004 False 56.1
184 sb17-06 2.951 -14.637 0.018 False 56.1
185 sb17-07 2.711 -16.981 -0.019 False 56.1
186 sb17-08 4.376 -17.594 -0.012 False 56.1
187 sb17-09 5.253 -15.995 -0.001 False 56.1
188 sb17-10 8.302 -17.514 0.019 False 56.1
189 sb18-01 1.219 0.295 0.036 False 56.1
190 sb18-02 -0.093 3.332 -0.005 False 56.1
191 sb18-03 -0.918 1.7 0.037 False 56.1
192 sb19-09 6.647 -9.811 0.01 False 56.1
193 sb19-10 7.729 -6.926 0.03 False 56.1
194 sb19-11 9.555 -6.96 0.017 False 56.1
195 sb20-01 11.273 -11.058 0.037 False 56.1
196 sb20-02 10.855 -9.35 0.039 False 56.1
197 sb20-03 8.333 -8.922 0.042 False 56.1
198 sb20-04 8.757 -10.991 0.005 False 56.1
199 sb20-05 6.782 -12.254 0.033 False 56.1
200 sb19-01 3.32 -2.213 0.019 False 56.1
201 sb19-02 4.615 -3.878 0.025 False 56.1
202 sb19-03 2.481 -5.372 0.03 False 56.1
203 sb19-04 0.715 -5.885 0.016 False 56.1
204 sb19-05 4.505 -6.533 0.024 False 56.1
205 sb19-06 3.346 -7.922 0.018 False 56.1
206 sb19-07 4.466 -9.346 0.022 False 56.1
207 sb19-08 6.056 -7.49 0.026 False 56.1
208 sb21-04 7.498 -0.09 0.035 False 56.1
209 sb21-05 4.969 -1.527 0.02 False 56.1
210 sb21-06 6.132 -2.918 0.018 False 56.1
211 sb21-07 6.396 -4.741 0.032 False 56.1
212 sb21-08 7.868 -2.355 -0.018 False 56.1
213 sb21-09 8.206 -4.486 -0.011 False 56.1
214 sb21-10 10.644 -1.84 0.043 False 56.1
215 sb21-11 10.862 -0.008 0.057 False 56.1
216 sb20-06 8.794 -13.92 0.061 False 56.1
217 sb20-07 7.662 -15.577 0.033 False 56.1
218 sb20-08 10.143 -15.68 0.047 False 56.1
219 sb20-09 10.595 -13.015 0.04 False 56.1
220 sb20-10 14.255 -12.009 0.043 False 56.1
221 sb21-01 11.103 1.904 0.039 False 56.1
222 sb21-02 9.237 0.715 0.059 False 56.1
223 sb21-03 7.95 2.581 0.015 False 56.1
224 sb22-09 15.531 -8.336 0.036 False 56.1
225 sb22-10 16.999 -6.676 0.035 False 56.1
226 sb22-11 14.411 -6.845 0.027 False 56.1
227 sb23-01 17.327 1.314 0.025 False 56.1
228 sb23-02 15.835 2.301 0.033 False 56.1
229 sb23-03 12.765 1.033 0.041 False 56.1
230 sb23-04 15.064 -0.259 0.036 False 56.1
231 sb23-05 13.739 -2.165 0.06 False 56.1
232 sb22-01 16.295 -4.805 0.044 False 56.1
233 sb22-02 13.766 -4.975 0.035 False 56.1
234 sb22-03 12.212 -3.008 0.031 False 56.1
235 sb22-04 11.066 -4.446 -0.003 False 56.1
236 sb22-05 11.57 -6.095 0.003 False 56.1
237 sb22-06 13.091 -8.04 0.037 False 56.1
238 sb22-07 13.061 -9.865 0.051 False 56.1
239 sb22-08 15.192 -10.531 0.054 False 56.1
240 sb24-04 12.425 5.323 0.014 False 56.1
241 sb24-05 11.707 3.593 0.025 False 56.1
242 sb24-06 13.772 2.486 0.025 False 56.1
243 sb24-07 14.686 4.722 0.006 False 56.1
244 sb24-08 16.369 4.108 0.003 False 56.1
245 sb24-09 18.002 3.453 -0.0 False 56.1
246 sb24-10 18.184 5.619 0.044 False 56.1
247 sb24-11 16.374 6.887 0.06 False 56.1
248 sb23-06 16.181 -1.742 0.024 False 56.1
249 sb23-07 14.993 -3.494 0.055 False 56.1
250 sb23-08 17.115 -3.23 0.024 False 56.1
251 sb23-09 19.088 -5.102 0.027 False 56.1
252 sb23-10 19.25 -0.952 0.028 False 56.1
253 sb24-01 15.294 9.235 0.049 False 56.1
254 sb24-02 14.638 7.23 0.052 True 56.1
255 sb24-03 12.58 7.171 0.053 False 56.1
