idx name E N U flagged rotation
162 sb16-11 -5.151 -9.994 -0.047 False 93.3
163 sb17-01 -3.213 -15.277 0.006 False 93.3
164 sb17-02 -3.628 -12.285 -0.036 False 93.3
165 sb17-03 -4.535 -13.932 0.013 False 93.3
166 sb17-04 -5.749 -11.766 -0.021 False 93.3
167 sb17-05 -8.045 -12.333 -0.02 False 93.3
168 sb16-01 -4.89 -5.797 -0.034 False 93.3
169 sb16-02 -4.148 -3.478 -0.019 False 93.3
170 sb16-03 -5.896 -3.172 -0.007 False 93.3
171 sb16-04 -6.624 -5.578 -0.034 False 93.3
172 sb16-05 -7.917 -2.016 0.018 False 93.3
173 sb16-06 -8.196 -4.091 0.003 False 93.3
174 sb16-07 -9.831 -7.158 -0.032 False 93.3
175 sb16-08 -7.144 -7.36 -0.063 False 93.3
176 sb18-04 -1.319 1.162 -0.005 False 93.3
177 sb18-05 -3.108 -0.226 0.017 False 93.3
178 sb18-06 -1.238 -0.792 0.011 False 93.3
179 sb18-07 -4.448 -1.761 -0.011 False 93.3
180 sb18-08 -2.322 -3.09 -0.057 False 93.3
181 sb18-09 0.526 -2.162 -0.0 False 93.3
182 sb18-10 2.776 -2.353 -0.036 False 93.3
183 sb18-11 3.464 0.571 0.006 False 93.3
184 sb17-06 -6.512 -13.473 -0.018 False 93.3
185 sb17-07 -8.118 -15.129 0.002 False 93.3
186 sb17-08 -7.151 -16.688 0.051 False 93.3
187 sb17-09 -5.461 -15.942 0.041 False 93.3
188 sb17-10 -3.989 -18.94 0.086 False 93.3
189 sb18-01 1.197 -0.541 0.005 False 93.3
190 sb18-02 1.988 2.769 -0.003 False 93.3
191 sb18-03 0.28 1.971 -0.012 False 93.3
192 sb19-09 -0.633 -11.864 0.003 False 93.3
193 sb19-10 2.007 -10.186 0.003 False 93.3
194 sb19-11 3.417 -11.326 0.025 False 93.3
195 sb20-01 2.277 -15.67 0.052 False 93.3
196 sb20-02 2.973 -14.055 0.041 False 93.3
197 sb20-03 1.249 -12.128 0.013 False 93.3
198 sb20-04 0.319 -14.034 0.002 False 93.3
199 sb20-05 -2.019 -13.84 0.022 False 93.3
200 sb19-01 1.29 -3.757 -0.017 False 93.3
201 sb19-02 1.33 -5.925 -0.023 False 93.3
202 sb19-03 -1.234 -5.76 -0.03 False 93.3
203 sb19-04 -2.947 -5.102 -0.038 False 93.3
204 sb19-05 -0.402 -7.919 -0.045 False 93.3
205 sb19-06 -2.146 -8.316 -0.035 False 93.3
206 sb19-07 -2.097 -10.136 -0.02 False 93.3
207 sb19-08 0.337 -9.675 -0.013 False 93.3
208 sb21-04 5.904 -4.598 -0.06 False 93.3
209 sb21-05 3.019 -4.22 -0.012 False 93.3
210 sb21-06 3.123 -6.03 -0.018 False 93.3
211 sb21-07 2.208 -7.639 -0.023 False 93.3
212 sb21-08 4.835 -6.64 -0.028 False 93.3
213 sb21-09 3.81 -8.535 -0.041 False 93.3
214 sb21-10 7.352 -7.911 -0.019 False 93.3
215 sb21-11 8.688 -6.576 -0.015 False 93.3
216 sb20-06 -1.428 -16.383 0.054 False 93.3
217 sb20-07 -3.319 -17.014 0.057 False 93.3
218 sb20-08 -1.408 -18.64 0.09 False 93.3
219 sb20-09 0.559 -16.758 0.064 False 93.3
220 sb20-10 4.081 -18.179 0.065 False 93.3
221 sb21-01 9.986 -5.15 -0.02 False 93.3
222 sb21-02 7.787 -5.015 -0.026 False 93.3
223 sb21-03 7.917 -2.761 -0.052 False 93.3
224 sb22-09 7.367 -15.983 0.055 False 93.3
225 sb22-10 9.539 -15.615 0.079 False 93.3
226 sb22-11 7.325 -14.173 0.03 False 93.3
227 sb23-01 14.586 -9.451 0.03 False 93.3
228 sb23-02 13.99 -7.7 0.029 False 93.3
229 sb23-03 10.783 -6.914 -0.015 False 93.3
230 sb23-04 11.785 -9.324 0.015 False 93.3
231 sb23-05 9.632 -10.09 0.014 False 93.3
232 sb22-01 10.011 -13.679 0.029 False 93.3
233 sb22-02 7.949 -12.298 0.019 False 93.3
234 sb22-03 7.892 -9.782 0.002 False 93.3
235 sb22-04 6.073 -10.228 -0.019 False 93.3
236 sb22-05 5.519 -11.853 0.021 False 93.3
237 sb22-06 5.563 -14.315 0.012 False 93.3
238 sb22-07 4.43 -15.753 0.05 False 93.3
239 sb22-08 5.721 -17.574 0.09 False 93.3
240 sb24-04 13.052 -3.275 -0.008 False 93.3
241 sb24-05 11.529 -4.242 -0.013 False 93.3
242 sb24-06 12.461 -6.36 0.008 False 93.3
243 sb24-07 14.541 -5.131 -0.013 False 93.3
244 sb24-08 15.504 -6.586 0.023 False 93.3
245 sb24-09 16.42 -8.155 0.025 False 93.3
246 sb24-10 17.871 -6.541 0.022 False 93.3
247 sb24-11 17.242 -4.446 -0.009 False 93.3
248 sb23-06 11.777 -11.177 0.022 False 93.3
249 sb23-07 9.828 -11.908 0.03 False 93.3
250 sb23-08 11.667 -12.925 0.033 False 93.3
251 sb23-09 12.109 -15.614 0.06 False 93.3
252 sb23-10 14.77 -12.361 0.013 False 93.3
253 sb24-01 17.754 -1.92 0.012 False 93.3
254 sb24-02 16.008 -3.123 -0.022 False 93.3
255 sb24-03 14.339 -1.897 -0.002 False 93.3
