idx name E N U flagged rotation
0 sb01-09 -0.439 -16.248 0.057 False 181.7
1 sb01-10 3.133 -17.325 0.08 False 181.7
2 sb02-01 9.062 -16.314 0.052 False 181.7
3 sb02-02 11.393 -15.57 0.061 False 181.7
4 sb02-03 8.739 -14.499 0.051 False 181.7
5 sb02-04 11.583 -13.083 0.023 False 181.7
6 sb02-05 11.498 -11.337 0.019 False 181.7
7 sb02-06 9.155 -12.365 0.014 False 181.7
8 sb01-01 5.588 -18.586 0.088 False 181.7
9 sb01-02 2.689 -15.657 0.093 False 181.7
10 sb01-03 4.359 -14.939 0.082 False 181.7
11 sb01-04 4.775 -11.609 0.04 False 181.7
12 sb01-05 2.813 -11.761 0.037 False 181.7
13 sb01-06 2.653 -13.745 0.077 False 181.7
14 sb01-07 -0.188 -13.002 0.076 False 181.7
15 sb01-08 1.064 -14.857 0.096 False 181.7
16 sb03-04 13.363 -7.936 -0.006 False 181.7
17 sb03-05 15.11 -8.1 0.031 False 181.7
18 sb03-06 13.482 -4.488 0.036 False 181.7
19 sb03-07 11.882 -6.931 0.031 False 181.7
20 sb03-08 12.482 -2.763 0.052 False 181.7
21 sb03-09 11.19 -4.912 0.036 False 181.7
22 sb03-10 10.028 -7.331 0.028 False 181.7
23 sb03-11 10.547 -9.805 0.026 False 181.7
24 sb02-07 8.671 -10.435 0.01 False 181.7
25 sb02-08 6.992 -11.133 0.029 False 181.7
26 sb02-09 6.287 -12.858 0.047 False 181.7
27 sb02-10 6.906 -15.036 0.073 False 181.7
28 sb02-11 5.24 -16.834 0.077 False 181.7
29 sb03-01 13.528 -11.896 0.018 False 181.7
30 sb03-02 12.992 -10.136 0.011 False 181.7
31 sb03-03 16.535 -9.235 0.029 False 181.7
32 sb04-09 4.453 -7.609 0.011 False 181.7
33 sb04-10 3.114 -8.856 0.035 False 181.7
34 sb04-11 5.389 -9.683 0.049 False 181.7
35 sb05-01 1.145 -10.892 0.049 False 181.7
36 sb05-02 1.591 -8.008 0.012 False 181.7
37 sb05-03 2.697 -6.396 -0.002 False 181.7
38 sb05-04 0.842 -6.187 -0.023 False 181.7
39 sb05-05 -0.949 -4.113 0.009 False 181.7
40 sb04-01 6.625 -8.273 0.039 False 181.7
41 sb04-02 8.437 -8.331 0.022 False 181.7
42 sb04-03 9.385 -5.459 0.041 False 181.7
43 sb04-04 7.528 -5.496 0.022 False 181.7
44 sb04-05 6.473 -3.95 0.044 False 181.7
45 sb04-06 4.907 -2.909 0.023 False 181.7
46 sb04-07 5.547 -6.175 0.008 False 181.7
47 sb04-08 3.255 -4.354 0.009 False 181.7
48 sb06-04 19.029 -0.426 0.031 False 181.7
49 sb06-05 17.702 0.682 0.027 False 181.7
50 sb06-06 16.193 -2.382 0.012 False 181.7
51 sb06-07 15.868 -0.458 0.05 False 181.7
52 sb06-08 13.195 0.523 0.042 False 181.7
53 sb06-09 12.138 -0.789 0.04 False 181.7
54 sb06-10 14.507 -1.674 0.026 False 181.7
55 sb06-11 15.249 -4.205 0.038 False 181.7
56 sb05-06 -2.44 -5.175 -0.028 False 181.7
57 sb05-07 -0.853 -7.41 -0.006 False 181.7
58 sb05-08 -0.109 -9.101 0.037 False 181.7
59 sb05-09 -3.024 -10.006 -0.006 False 181.7
60 sb05-10 -1.335 -10.403 0.039 False 181.7
61 sb06-01 16.86 -5.144 0.005 False 181.7
62 sb06-02 17.586 -7.378 0.024 False 181.7
63 sb06-03 17.784 -3.031 0.046 False 181.7
64 sb07-09 6.151 -0.156 0.035 False 181.7
65 sb07-10 4.466 -1.25 0.009 False 181.7
66 sb07-11 7.185 -2.325 0.048 False 181.7
67 sb08-01 14.204 2.545 0.027 False 181.7
68 sb08-02 16.248 2.03 0.009 False 181.7
69 sb08-03 17.338 3.339 0.01 False 181.7
70 sb08-04 16.692 5.016 0.008 False 181.7
71 sb08-05 17.099 6.906 0.012 False 181.7
72 sb07-01 9.166 -2.806 0.043 False 181.7
73 sb07-02 10.795 -2.105 0.05 False 181.7
