idx name E N U flagged rotation
63 sb06-03 -14.561 -10.711 -0.034 False 315.8
64 sb07-09 -4.383 -4.301 0.056 False 315.8
65 sb07-10 -4.026 -2.354 0.046 False 315.8
66 sb07-11 -6.668 -3.517 0.034 False 315.8
67 sb08-01 -8.049 -11.945 0.017 False 315.8
68 sb08-02 -9.875 -13.097 0.008 False 315.8
69 sb08-03 -9.661 -14.756 -0.002 False 315.8
70 sb08-04 -8.053 -15.502 -0.023 False 315.8
71 sb08-05 -6.932 -17.146 -0.011 False 315.8
72 sb07-01 -8.384 -4.612 0.024 False 315.8
73 sb07-02 -9.024 -6.276 0.0 False 315.8
74 sb07-03 -6.315 -5.324 0.016 False 315.8
75 sb07-04 -6.792 -8.016 0.019 False 315.8
76 sb07-05 -4.268 -8.8 0.061 False 315.8
77 sb07-06 -4.304 -6.322 0.043 False 315.8
78 sb07-07 -2.494 -6.162 0.051 False 315.8
79 sb07-08 -1.663 -2.99 0.025 False 315.8
80 sb09-04 -1.271 -11.749 0.051 False 315.8
81 sb09-05 0.642 -8.616 0.028 False 315.8
82 sb09-06 1.927 -10.601 0.04 False 315.8
83 sb09-07 3.336 -9.451 0.04 False 315.8
84 sb09-08 2.309 -7.948 0.023 False 315.8
85 sb09-09 0.544 -6.366 0.034 False 315.8
86 sb09-10 0.734 -3.598 0.022 False 315.8
87 sb09-11 -1.165 -4.738 0.04 False 315.8
88 sb08-06 -6.133 -13.875 0.014 False 315.8
89 sb08-07 -4.83 -12.708 0.015 False 315.8
90 sb08-08 -4.588 -10.719 0.026 False 315.8
91 sb08-09 -6.23 -11.443 0.023 False 315.8
92 sb08-10 -6.06 -9.685 0.028 False 315.8
93 sb09-01 -0.916 -7.436 0.045 False 315.8
94 sb09-02 -2.675 -7.933 0.049 False 315.8
95 sb09-03 -2.664 -9.748 0.042 False 315.8
96 sb10-09 1.288 -12.322 0.01 False 315.8
97 sb10-10 -2.227 -13.295 0.028 False 315.8
98 sb10-11 -3.051 -11.738 0.031 False 315.8
99 sb11-01 3.222 -13.799 0.042 False 315.8
100 sb11-02 1.85 -15.053 0.037 False 315.8
101 sb11-03 4.6 -15.745 0.031 False 315.8
102 sb11-04 3.977 -18.178 0.025 False 315.8
103 sb11-05 5.676 -17.702 0.009 False 315.8
104 sb10-01 -3.887 -14.094 0.034 False 315.8
105 sb10-02 -5.384 -15.505 0.017 False 315.8
106 sb10-03 -5.114 -18.727 -0.038 False 315.8
107 sb10-04 -3.242 -16.786 0.021 False 315.8
108 sb10-05 -0.557 -19.124 0.043 False 315.8
109 sb10-06 -1.998 -15.464 0.027 False 315.8
110 sb10-07 0.022 -17.11 0.011 False 315.8
111 sb10-08 -0.372 -14.705 0.029 False 315.8
112 sb12-04 9.351 -11.136 0.038 False 315.8
113 sb12-05 7.448 -14.08 0.046 False 315.8
114 sb12-06 10.118 -14.224 0.032 False 315.8
115 sb12-07 11.517 -13.008 0.007 False 315.8
116 sb12-08 11.471 -15.635 0.019 False 315.8
117 sb12-09 14.338 -12.093 -0.013 False 315.8
118 sb12-10 12.387 -11.253 0.007 False 315.8
119 sb12-11 8.669 -7.132 0.061 False 315.8
120 sb11-06 7.689 -15.828 0.032 False 315.8
121 sb11-07 9.726 -16.062 0.051 False 315.8
122 sb11-08 4.995 -13.915 0.054 False 315.8
123 sb11-09 5.409 -11.822 0.043 False 315.8
124 sb11-10 3.66 -11.3 0.048 False 315.8
125 sb12-01 9.244 -8.733 0.044 False 315.8
126 sb12-02 7.59 -10.535 0.024 False 315.8
127 sb12-03 7.18 -12.337 0.043 False 315.8
128 sb13-09 16.742 -4.063 0.037 False 315.8
129 sb13-10 14.508 -3.947 0.097 False 315.8
130 sb13-11 13.079 -2.876 0.021 False 315.8
131 sb14-01 13.466 1.963 0.048 False 315.8
132 sb14-02 16.24 0.961 -0.004 False 315.8
133 sb14-03 12.767 0.32 0.048 False 315.8
134 sb14-04 13.873 -1.268 0.029 False 315.8
135 sb14-05 15.735 -2.529 0.022 False 315.8
136 sb13-01 11.462 -3.46 0.031 False 315.8
137 sb13-02 12.233 -6.397 0.029 False 315.8
138 sb13-03 11.914 -8.664 0.025 False 315.8
139 sb13-04 13.42 -7.619 0.025 False 315.8
140 sb13-05 13.664 -9.96 0.019 False 315.8
141 sb13-06 15.579 -7.482 0.002 False 315.8
142 sb13-07 15.284 -5.662 0.042 False 315.8
143 sb13-08 18.548 -5.862 0.034 False 315.8
144 sb15-03 2.839 -6.301 0.021 False 315.8
145 sb15-04 4.773 -6.906 0.04 False 315.8
146 sb15-05 5.206 -9.8 0.006 False 315.8
147 sb15-06 6.977 -8.611 0.033 False 315.8
148 sb15-07 10.488 -6.973 0.021 False 315.8
149 sb15-08 9.659 -4.136 0.042 False 315.8
150 sb15-09 8.423 -5.287 0.018 False 315.8
151 sb15-10 4.931 -3.422 0.054 False 315.8
152 sb14-06 15.836 -0.831 0.018 False 315.8
153 sb14-07 17.861 -2.626 0.025 False 315.8
154 sb14-08 19.019 0.92 0.031 False 315.8
155 sb14-09 17.688 2.151 0.0 False 315.8
156 sb14-10 17.899 3.945 0.012 False 315.8
157 sb14-11 16.017 3.448 0.028 False 315.8
158 sb15-01 3.085 -4.457 0.043 False 315.8
159 sb15-02 5.865 -5.584 0.038 False 315.8
160 sb16-09 11.817 2.662 0.067 False 315.8
161 sb16-10 9.197 2.694 0.07 False 315.8
162 sb16-11 10.57 3.95 0.058 False 315.8
163 sb17-01 12.72 9.087 0.027 False 315.8
164 sb17-02 10.999 6.611 0.045 False 315.8
165 sb17-03 12.778 7.212 0.034 False 315.8
166 sb17-04 12.207 4.768 0.067 False 315.8
167 sb17-05 14.254 3.692 0.022 False 315.8
168 sb16-01 7.49 0.998 0.044 False 315.8
169 sb16-02 5.418 -0.239 0.061 False 315.8
170 sb16-03 6.527 -1.623 0.052 False 315.8
171 sb16-04 8.678 -0.374 0.063 False 315.8
172 sb16-05 7.238 -3.915 0.063 False 315.8
173 sb16-06 8.823 -2.524 0.063 False 315.8
174 sb16-07 12.076 -1.383 0.05 False 315.8
175 sb16-08 10.183 0.603 0.057 False 315.8
176 sb18-04 0.197 -1.74 -0.002 False 315.8
177 sb18-05 2.422 -1.891 0.04 False 315.8
178 sb18-06 1.426 -0.278 -0.024 False 315.8
179 sb18-07 4.442 -1.667 0.069 False 315.8
180 sb18-08 3.86 0.535 0.091 False 315.8
181 sb18-09 1.078 1.89 -0.023 False 315.8
182 sb18-10 -0.492 3.64 -0.05 False 315.8
183 sb18-11 -2.925 1.9 -0.001 False 315.8
184 sb17-06 13.85 5.527 0.062 False 315.8
185 sb17-07 16.197 5.71 -0.009 False 315.8
186 sb17-08 16.577 7.463 0.007 False 315.8
187 sb17-09 14.82 7.992 0.05 False 315.8
188 sb17-10 15.724 11.306 -0.015 False 315.8
189 sb18-01 -0.54 1.172 -0.028 False 315.8
190 sb18-02 -3.299 -0.671 -0.002 False 315.8
191 sb18-03 -1.574 -1.218 -0.002 False 315.8
192 sb19-09 8.471 8.351 -0.025 False 315.8
193 sb19-10 5.406 8.853 -0.088 False 315.8
194 sb19-11 5.155 10.626 -0.099 False 315.8
195 sb20-01 8.915 13.082 -0.06 False 315.8
196 sb20-02 7.311 12.355 -0.069 False 315.8
197 sb20-03 7.302 9.784 -0.054 False 315.8
198 sb20-04 9.232 10.601 -0.027 False 315.8
199 sb20-05 10.827 8.877 0.019 False 315.8
200 sb19-01 1.56 3.679 -0.051 False 315.8
201 sb19-02 3.008 5.291 -0.07 False 315.8
202 sb19-03 4.783 3.453 -0.008 False 315.8
203 sb19-04 5.646 1.778 0.041 False 315.8
204 sb19-05 5.634 5.601 -0.042 False 315.8
205 sb19-06 7.206 4.694 -0.004 False 315.8
206 sb19-07 8.412 6.049 0.01 False 315.8
207 sb19-08 6.307 7.36 -0.062 False 315.8
208 sb21-04 -1.244 7.38 -0.066 False 315.8
209 sb21-05 0.635 5.137 -0.06 False 315.8
210 sb21-06 1.755 6.579 -0.097 False 315.8
211 sb21-07 3.546 7.119 -0.074 False 315.8
212 sb21-08 0.927 8.146 -0.087 False 315.8
213 sb21-09 2.927 8.879 -0.086 False 315.8
214 sb21-10 -0.086 10.777 -0.119 False 315.8
215 sb21-11 -1.934 10.673 -0.116 False 315.8
216 sb20-06 12.108 11.153 -0.004 False 315.8
217 sb20-07 13.965 10.311 -0.001 False 315.8
218 sb20-08 13.629 12.769 -0.018 False 315.8
219 sb20-09 10.864 12.73 -0.02 False 315.8
220 sb20-10 9.251 16.179 -0.08 False 315.8
221 sb21-01 -3.844 10.564 -0.078 False 315.8
222 sb21-02 -2.361 8.942 -0.085 False 315.8
223 sb21-03 -3.969 7.379 -0.074 False 315.8
224 sb22-09 5.4 16.776 -0.116 False 315.8
225 sb22-10 3.504 17.932 -0.109 False 315.8
226 sb22-11 4.172 15.378 -0.12 False 315.8
227 sb23-01 -4.353 16.821 -0.125 False 315.8
228 sb23-02 -5.128 15.174 -0.087 False 315.8
229 sb23-03 -3.262 12.384 -0.098 False 315.8
230 sb23-04 -2.393 14.883 -0.152 False 315.8
231 sb23-05 -0.312 13.962 -0.126 False 315.8
232 sb22-01 1.827 16.871 -0.112 False 315.8
233 sb22-02 2.415 14.453 -0.14 False 315.8
234 sb22-03 0.794 12.6 -0.125 False 315.8
235 sb22-04 2.397 11.652 -0.119 False 315.8
236 sb22-05 3.944 12.444 -0.12 False 315.8
237 sb22-06 5.566 14.298 -0.115 False 315.8
238 sb22-07 7.386 14.589 -0.099 False 315.8
239 sb22-08 7.655 16.802 -0.09 False 315.8
240 sb24-04 -7.378 11.181 -0.028 False 315.8
241 sb24-05 -5.649 10.909 -0.041 False 315.8
242 sb24-06 -4.898 13.086 -0.075 False 315.8
243 sb24-07 -7.315 13.623 -0.064 False 315.8
244 sb24-08 -6.959 15.345 -0.085 False 315.8
245 sb24-09 -6.574 17.111 -0.096 False 315.8
246 sb24-10 -8.775 16.863 -0.086 False 315.8
247 sb24-11 -9.736 14.89 -0.047 False 315.8
248 sb23-06 -1.162 16.202 -0.125 False 315.8
249 sb23-07 0.804 15.398 -0.162 False 315.8
250 sb23-08 0.164 17.416 -0.104 False 315.8
251 sb23-09 1.659 19.692 -0.094 False 315.8
252 sb23-10 -2.543 19.13 -0.162 False 315.8
253 sb24-01 -11.822 13.376 -0.021 False 315.8
254 sb24-02 -9.768 13.128 -0.028 False 315.8
255 sb24-03 -9.273 11.102 -0.004 False 315.8
