idx name E N U flagged rotation
78 sb07-07 1.767 -6.375 -0.002 False 278.6
79 sb07-08 0.506 -3.395 0.011 False 278.6
80 sb09-04 6.06 -10.081 -0.008 False 278.6
81 sb09-05 5.753 -6.476 -0.043 False 278.6
82 sb09-06 7.958 -7.276 -0.003 False 278.6
83 sb09-07 8.393 -5.479 0.0 False 278.6
84 sb09-08 6.644 -4.936 -0.049 False 278.6
85 sb09-09 4.299 -4.735 0.007 False 278.6
86 sb09-10 2.769 -2.422 0.006 False 278.6
87 sb09-11 1.999 -4.486 0.013 False 278.6
88 sb08-06 3.512 -14.756 -0.004 False 278.6
89 sb08-07 3.836 -13.037 -0.005 False 278.6
90 sb08-08 2.79 -11.296 -0.009 False 278.6
91 sb08-09 1.982 -12.905 -0.004 False 278.6
92 sb08-10 0.997 -11.379 -0.013 False 278.6
93 sb09-01 3.776 -6.477 0.006 False 278.6
94 sb09-02 2.688 -7.991 -0.011 False 278.6
95 sb09-03 3.785 -9.375 -0.005 False 278.6
96 sb10-09 8.457 -9.02 0.002 False 278.6
97 sb10-10 6.272 -11.933 -0.004 False 278.6
98 sb10-11 4.662 -11.23 -0.026 False 278.6
99 sb11-01 10.922 -9.047 0.005 False 278.6
100 sb11-02 10.603 -10.824 0.005 False 278.6
101 sb11-03 13.198 -9.746 0.015 False 278.6
102 sb11-04 14.153 -12.122 -0.007 False 278.6
103 sb11-05 15.24 -10.62 -0.001 False 278.6
104 sb10-01 5.473 -13.576 -0.042 False 278.6
105 sb10-02 5.161 -15.559 0.009 False 278.6
106 sb10-03 7.216 -18.007 0.022 False 278.6
107 sb10-04 7.568 -15.386 -0.002 False 278.6
108 sb10-05 11.132 -15.574 0.0 False 278.6
109 sb10-06 7.755 -13.534 0.007 False 278.6
110 sb10-07 10.385 -13.574 -0.005 False 278.6
111 sb10-08 8.606 -11.94 -0.027 False 278.6
112 sb12-04 14.194 -3.213 0.008 False 278.6
113 sb12-05 14.421 -6.693 -0.004 False 278.6
114 sb12-06 16.63 -5.155 -0.004 False 278.6
115 sb12-07 17.047 -3.384 0.005 False 278.6
116 sb12-08 18.606 -5.504 -0.004 False 278.6
117 sb12-09 18.747 -0.968 0.05 False 278.6
118 sb12-10 16.692 -1.454 0.029 False 278.6
119 sb12-11 11.179 -0.425 0.003 False 278.6
120 sb11-06 15.695 -7.948 -0.008 False 278.6
121 sb11-07 17.488 -6.894 -0.041 False 278.6
122 sb11-08 12.396 -8.049 0.012 False 278.6
123 sb11-09 11.477 -6.138 -0.027 False 278.6
124 sb11-10 9.753 -6.791 -0.017 False 278.6
125 sb12-01 12.651 -1.358 0.022 False 278.6
126 sb12-02 12.382 -3.803 0.004 False 278.6
127 sb12-03 13.199 -5.439 -0.002 False 278.6
128 sb13-09 15.803 6.878 0.125 False 278.6
129 sb13-10 13.938 5.591 0.131 False 278.6
130 sb13-11 12.158 5.627 0.096 False 278.6
131 sb14-01 9.526 9.671 0.088 False 278.6
132 sb14-02 12.355 10.554 0.117 False 278.6
133 sb14-03 9.983 7.975 0.106 False 278.6
134 sb14-04 11.82 7.394 0.12 False 278.6
135 sb14-05 14.006 7.457 0.15 False 278.6
136 sb13-01 11.229 4.187 0.079 False 278.6
137 sb13-02 13.561 2.311 0.132 False 278.6
138 sb13-03 14.738 0.307 0.071 False 278.6
139 sb13-04 15.296 1.997 0.098 False 278.6
140 sb13-05 16.902 0.341 0.078 False 278.6
141 sb13-06 16.938 3.465 0.132 False 278.6
142 sb13-07 15.624 4.738 0.096 False 278.6
143 sb13-08 18.327 6.547 0.128 False 278.6
144 sb15-03 6.032 -3.273 -0.002 False 278.6
145 sb15-04 7.965 -2.591 -0.013 False 278.6
146 sb15-05 10.026 -4.652 -0.002 False 278.6
147 sb15-06 10.793 -2.631 -0.026 False 278.6
148 sb15-07 12.594 0.829 0.073 False 278.6
149 sb15-08 10.222 2.576 0.066 False 278.6
150 sb15-09 9.855 0.863 0.046 False 278.6
151 sb15-10 6.017 0.224 0.026 False 278.6
152 sb14-06 13.137 8.97 0.124 False 278.6
153 sb14-07 15.763 8.652 0.136 False 278.6
154 sb14-08 14.588 12.235 0.116 False 278.6
155 sb14-09 12.785 12.411 0.097 False 278.6
156 sb14-10 11.923 13.976 0.11 False 278.6
157 sb14-11 10.664 12.44 0.101 False 278.6
158 sb15-01 5.156 -1.67 0.021 False 278.6
159 sb15-02 8.061 -0.896 0.011 False 278.6
160 sb16-09 7.8 9.227 0.063 False 278.6
161 sb16-10 5.545 7.751 0.043 False 278.6
162 sb16-11 6.08 9.54 0.046 False 278.6
163 sb17-01 4.599 14.779 -0.028 False 278.6
164 sb17-02 4.771 11.917 0.002 False 278.6
165 sb17-03 5.807 13.43 0.033 False 278.6
166 sb17-04 6.834 11.183 0.03 False 278.6
167 sb17-05 9.121 11.557 0.026 False 278.6
168 sb16-01 5.38 5.334 0.065 False 278.6
169 sb16-02 4.425 3.095 0.047 False 278.6
170 sb16-03 6.176 2.625 0.049 False 278.6
171 sb16-04 7.148 4.962 0.069 False 278.6
172 sb16-05 8.09 1.274 0.061 False 278.6
173 sb16-06 8.562 3.329 0.072 False 278.6
174 sb16-07 10.442 6.234 0.11 False 278.6
175 sb16-08 7.712 6.663 0.098 False 278.6
176 sb18-04 1.182 -1.273 0.012 False 278.6
177 sb18-05 3.083 -0.093 0.024 False 278.6
178 sb18-06 1.321 0.632 0.019 False 278.6
179 sb18-07 4.574 1.369 0.004 False 278.6
180 sb18-08 2.564 2.832 0.013 False 278.6
181 sb18-09 -0.315 2.212 0.021 False 278.6
182 sb18-10 -2.582 2.599 0.003 False 278.6
183 sb18-11 -3.48 -0.253 -0.013 False 278.6
184 sb17-06 7.745 12.83 0.04 False 278.6
185 sb17-07 9.491 14.357 0.082 False 278.6
186 sb17-08 8.679 15.981 0.066 False 278.6
187 sb17-09 6.926 15.348 0.028 False 278.6
188 sb17-10 5.742 18.514 0.008 False 278.6
189 sb18-01 -1.123 0.606 0.019 False 278.6
190 sb18-02 -2.231 -2.559 0.046 False 278.6
191 sb18-03 -0.496 -1.919 0.021 False 278.6
192 sb19-09 1.705 11.75 -0.017 False 278.6
193 sb19-10 -1.036 10.34 -0.004 False 278.6
194 sb19-11 -2.307 11.589 -0.039 False 278.6
195 sb20-01 -0.859 15.782 -0.07 False 278.6
196 sb20-02 -1.655 14.228 -0.05 False 278.6
197 sb20-03 -0.097 12.159 -0.041 False 278.6
198 sb20-04 0.942 14.03 -0.039 False 278.6
199 sb20-05 3.26 13.629 -0.005 False 278.6
200 sb19-01 -0.972 3.873 0.026 False 278.6
201 sb19-02 -0.788 6.021 0.037 False 278.6
202 sb19-03 1.73 5.659 0.045 False 278.6
203 sb19-04 3.431 4.826 0.058 False 278.6
204 sb19-05 1.104 7.879 0.069 False 278.6
205 sb19-06 2.921 8.096 0.049 False 278.6
206 sb19-07 3.038 9.858 0.025 False 278.6
207 sb19-08 0.591 9.674 0.019 False 278.6
208 sb21-04 -5.482 5.137 -0.02 False 278.6
209 sb21-05 -2.601 4.471 0.018 False 278.6
210 sb21-06 -2.577 6.305 0.017 False 278.6
211 sb21-07 -1.523 7.811 0.019 False 278.6
212 sb21-08 -4.177 7.058 0.024 False 278.6
213 sb21-09 -3.041 8.865 -0.018 False 278.6
214 sb21-10 -6.58 8.541 0.029 False 278.6
215 sb21-11 -8.031 7.335 -0.014 False 278.6
216 sb20-06 2.911 16.211 -0.018 False 278.6
217 sb20-07 4.884 16.669 -0.003 False 278.6
218 sb20-08 3.136 18.394 -0.008 False 278.6
219 sb20-09 0.958 16.726 -0.049 False 278.6
220 sb20-10 -2.429 18.452 -0.067 False 278.6
221 sb21-01 -9.441 6.092 -0.017 False 278.6
222 sb21-02 -7.27 5.711 0.003 False 278.6
223 sb21-03 -7.607 3.468 -0.027 False 278.6
224 sb22-09 -5.826 16.647 -0.043 False 278.6
225 sb22-10 -8.051 16.372 -0.032 False 278.6
226 sb22-11 -5.972 14.779 -0.048 False 278.6
227 sb23-01 -13.682 10.748 -0.036 False 278.6
228 sb23-02 -13.245 8.998 -0.069 False 278.6
229 sb23-03 -10.125 7.857 -0.022 False 278.6
230 sb23-04 -10.903 10.36 -0.017 False 278.6
231 sb23-05 -8.705 10.942 -0.025 False 278.6
232 sb22-01 -8.746 14.552 -0.027 False 278.6
233 sb22-02 -6.799 12.992 -0.043 False 278.6
234 sb22-03 -6.983 10.479 -0.028 False 278.6
235 sb22-04 -5.128 10.76 -0.047 False 278.6
236 sb22-05 -4.432 12.323 -0.022 False 278.6
237 sb22-06 -4.242 14.784 -0.007 False 278.6
238 sb22-07 -2.932 16.099 -0.059 False 278.6
239 sb22-08 -4.111 18.013 -0.059 False 278.6
240 sb24-04 -12.628 4.442 -0.076 False 278.6
241 sb24-05 -11.079 5.266 -0.025 False 278.6
242 sb24-06 -11.804 7.464 -0.028 False 278.6
243 sb24-07 -14.05 6.387 -0.057 False 278.6
244 sb24-08 -14.805 8.033 -0.068 False 278.6
245 sb24-09 -15.615 9.673 -0.061 False 278.6
246 sb24-10 -17.226 8.145 -0.1 False 278.6
247 sb24-11 -16.739 5.986 -0.113 False 278.6
248 sb23-06 -10.724 12.216 -0.025 False 278.6
249 sb23-07 -8.674 12.724 -0.021 False 278.6
250 sb23-08 -10.403 13.94 -0.03 False 278.6
251 sb23-09 -10.612 16.665 0.006 False 278.6
252 sb23-10 -13.588 13.673 -0.051 False 278.6
253 sb24-01 -17.485 3.514 -0.11 False 278.6
254 sb24-02 -15.651 4.561 -0.104 False 278.6
255 sb24-03 -14.144 3.203 -0.078 False 278.6
