idx name E N U flagged rotation
65 sb07-10 2.836 -3.715 0.016 False 218.9
66 sb07-11 4.309 -6.188 0.029 False 218.9
67 sb08-01 12.835 -6.525 0.101 False 218.9
68 sb08-02 14.155 -8.231 0.082 False 218.9
69 sb08-03 15.879 -7.785 0.068 False 218.9
70 sb08-04 16.378 -6.111 0.043 False 218.9
71 sb08-05 17.807 -4.829 0.001 False 218.9
72 sb07-01 5.598 -7.755 0.052 False 218.9
73 sb07-02 7.328 -8.184 0.081 False 218.9
74 sb07-03 6.056 -5.612 0.051 False 218.9
75 sb07-04 8.799 -5.77 0.086 False 218.9
76 sb07-05 9.28 -3.194 0.075 False 218.9
77 sb07-06 6.786 -3.494 0.039 False 218.9
78 sb07-07 6.377 -1.686 0.038 False 218.9
79 sb07-08 3.161 -1.271 0.011 False 218.9
80 sb09-04 11.798 0.175 0.027 False 218.9
81 sb09-05 8.514 1.67 -0.005 False 218.9
82 sb09-06 10.317 3.178 0.025 False 218.9
83 sb09-07 8.93 4.494 -0.033 False 218.9
84 sb09-08 7.665 3.268 0.026 False 218.9
85 sb09-09 6.225 1.327 0.025 False 218.9
86 sb09-10 3.523 1.13 0.005 False 218.9
87 sb09-11 4.844 -0.567 -0.023 False 218.9
88 sb08-06 14.527 -4.428 0.062 False 218.9
89 sb08-07 13.157 -3.251 0.1 False 218.9
90 sb08-08 11.169 -3.31 0.059 False 218.9
91 sb08-09 12.111 -4.791 0.09 False 218.9
92 sb08-10 10.308 -4.867 0.064 False 218.9
93 sb09-01 7.472 0.007 0.059 False 218.9
94 sb09-02 8.232 -1.714 0.049 False 218.9
95 sb09-03 10.046 -1.442 0.065 False 218.9
96 sb10-09 12.065 2.721 0.029 False 218.9
97 sb10-10 13.446 -0.59 0.035 False 218.9
98 sb10-11 12.018 -1.632 0.066 False 218.9
99 sb11-01 13.327 4.845 0.001 False 218.9
100 sb11-02 14.732 3.714 -0.004 False 218.9
101 sb11-03 15.078 6.456 -0.088 False 218.9
102 sb11-04 17.603 6.084 -0.124 False 218.9
103 sb11-05 16.857 7.787 -0.108 False 218.9
104 sb10-01 14.536 -2.156 0.029 False 218.9
105 sb10-02 16.021 -3.443 0.032 False 218.9
106 sb10-03 19.19 -2.803 -0.017 False 218.9
107 sb10-04 17.076 -1.206 0.001 False 218.9
108 sb10-05 19.09 1.794 -0.061 False 218.9
109 sb10-06 15.612 -0.144 0.016 False 218.9
110 sb10-07 16.966 2.102 -0.024 False 218.9
111 sb10-08 14.63 1.415 0.03 False 218.9
112 sb12-04 9.943 10.612 -0.037 False 218.9
113 sb12-05 13.05 9.118 -0.041 False 218.9
114 sb12-06 12.871 11.771 -0.087 False 218.9
115 sb12-07 11.541 12.994 -0.089 False 218.9
116 sb12-08 14.146 13.264 -0.127 False 218.9
117 sb12-09 10.286 15.681 -0.114 False 218.9
118 sb12-10 9.681 13.642 -0.063 False 218.9
119 sb12-11 5.978 9.506 -0.038 False 218.9
120 sb11-06 14.752 9.563 -0.099 False 218.9
121 sb11-07 14.812 11.55 -0.111 False 218.9
122 sb11-08 13.212 6.623 -0.03 False 218.9
123 sb11-09 11.099 6.775 -0.014 False 218.9
124 sb11-10 10.757 4.997 0.007 False 218.9
125 sb12-01 7.564 10.22 -0.058 False 218.9
126 sb12-02 9.522 8.82 -0.028 False 218.9
127 sb12-03 11.329 8.663 -0.025 False 218.9
128 sb13-09 2.057 17.107 -0.043 False 218.9
129 sb13-10 2.178 14.882 -0.024 False 218.9
130 sb13-11 1.277 13.361 -0.014 False 218.9
131 sb14-01 -3.551 13.134 -0.012 False 218.9
132 sb14-02 -2.914 15.967 -0.019 False 218.9
133 sb14-03 -1.847 12.662 -0.012 False 218.9
134 sb14-04 -0.455 13.914 -0.011 False 218.9
135 sb14-05 0.626 15.88 -0.019 False 218.9
136 sb13-01 2.086 11.808 -0.013 False 218.9
137 sb13-02 4.845 12.917 -0.05 False 218.9
138 sb13-03 7.141 12.879 -0.072 False 218.9
139 sb13-04 5.956 14.206 -0.03 False 218.9
140 sb13-05 8.219 14.781 -0.053 False 218.9
141 sb13-06 5.558 16.338 -0.045 False 218.9
142 sb13-07 3.861 15.826 -0.071 False 218.9
143 sb13-08 3.548 19.107 -0.099 False 218.9
144 sb15-03 5.889 3.587 0.002 False 218.9
145 sb15-04 6.351 5.454 -0.011 False 218.9
146 sb15-05 9.055 6.315 -0.007 False 218.9
147 sb15-06 7.746 7.951 -0.074 False 218.9
148 sb15-07 5.631 11.261 -0.056 False 218.9
149 sb15-08 2.919 10.118 -0.014 False 218.9
150 sb15-09 4.291 8.943 -0.004 False 218.9
151 sb15-10 2.816 5.295 -0.01 False 218.9
152 sb14-06 -1.1 15.852 -0.024 False 218.9
153 sb14-07 0.455 18.008 -0.054 False 218.9
154 sb14-08 -3.224 18.779 -0.08 False 218.9
155 sb14-09 -4.211 17.321 -0.054 False 218.9
156 sb14-10 -6.043 17.274 -0.022 False 218.9
157 sb14-11 -5.364 15.494 -0.047 False 218.9
158 sb15-01 4.066 3.592 0.006 False 218.9
159 sb15-02 4.825 6.501 -0.025 False 218.9
160 sb16-09 -4.024 11.403 -0.003 False 218.9
161 sb16-10 -3.823 8.795 -0.068 False 218.9
162 sb16-11 -5.155 10.005 -0.028 False 218.9
163 sb17-01 -10.486 11.469 -0.074 False 218.9
164 sb17-02 -7.883 10.15 -0.058 False 218.9
165 sb17-03 -8.677 11.798 -0.05 False 218.9
166 sb17-04 -6.24 11.527 -0.012 False 218.9
167 sb17-05 -5.387 13.715 -0.018 False 218.9
168 sb16-01 -1.844 7.327 -0.007 False 218.9
169 sb16-02 -0.458 5.382 -0.033 False 218.9
170 sb16-03 0.833 6.655 -0.028 False 218.9
171 sb16-04 -0.678 8.634 -0.02 False 218.9
172 sb16-05 2.966 7.629 -0.029 False 218.9
173 sb16-06 1.46 9.028 -0.055 False 218.9
174 sb16-07 -0.126 12.177 -0.041 False 218.9
175 sb16-08 -1.853 10.033 -0.023 False 218.9
176 sb18-04 1.697 0.423 0.029 False 218.9
177 sb18-05 1.598 2.685 0.0 False 218.9
178 sb18-06 0.097 1.456 -0.052 False 218.9
179 sb18-07 1.112 4.611 -0.049 False 218.9
180 sb18-08 -1.069 3.755 -0.066 False 218.9
181 sb18-09 -2.047 0.862 -0.013 False 218.9
182 sb18-10 -3.542 -0.9 0.003 False 218.9
183 sb18-11 -1.547 -3.134 0.022 False 218.9
184 sb17-06 -7.17 13.098 -0.022 False 218.9
185 sb17-07 -7.596 15.441 -0.047 False 218.9
186 sb17-08 -9.398 15.537 -0.018 False 218.9
187 sb17-09 -9.76 13.714 -0.053 False 218.9
188 sb17-10 -13.066 14.257 -0.104 False 218.9
189 sb18-01 -1.098 -0.663 -0.01 False 218.9
190 sb18-02 1.069 -3.182 0.021 False 218.9
191 sb18-03 1.432 -1.361 0.023 False 218.9
192 sb19-09 -9.301 7.351 -0.07 False 218.9
193 sb19-10 -9.436 4.321 -0.02 False 218.9
194 sb19-11 -11.157 3.844 -0.013 False 218.9
195 sb20-01 -14.089 7.235 -0.068 False 218.9
196 sb20-02 -13.119 5.735 -0.016 False 218.9
197 sb20-03 -10.583 6.083 -0.02 False 218.9
198 sb20-04 -11.633 7.892 -0.002 False 218.9
199 sb20-05 -10.123 9.681 -0.062 False 218.9
200 sb19-01 -3.85 1.098 -0.016 False 218.9
201 sb19-02 -5.599 2.38 -0.03 False 218.9
202 sb19-03 -3.983 4.356 -0.038 False 218.9
203 sb19-04 -2.461 5.369 -0.024 False 218.9
204 sb19-05 -6.223 4.868 -0.063 False 218.9
205 sb19-06 -5.519 6.617 -0.044 False 218.9
206 sb19-07 -6.967 7.604 -0.044 False 218.9
207 sb19-08 -8.016 5.355 -0.029 False 218.9
208 sb21-04 -7.084 -2.206 -0.061 False 218.9
209 sb21-05 -5.19 0.002 -0.034 False 218.9
210 sb21-06 -6.762 1.002 -0.027 False 218.9
211 sb21-07 -7.509 2.628 -0.047 False 218.9
212 sb21-08 -8.21 -0.001 -0.043 False 218.9
213 sb21-09 -9.202 1.804 -0.035 False 218.9
214 sb21-10 -10.745 -1.378 -0.028 False 218.9
215 sb21-11 -10.351 -3.232 -0.037 False 218.9
216 sb20-06 -12.493 10.647 -0.056 False 218.9
217 sb20-07 -11.929 12.633 -0.082 False 218.9
218 sb20-08 -14.321 11.992 -0.116 False 218.9
219 sb20-09 -13.96 9.257 -0.039 False 218.9
220 sb20-10 -17.114 7.242 -0.038 False 218.9
221 sb21-01 -10.009 -5.124 -0.025 False 218.9
222 sb21-02 -8.626 -3.403 0.014 False 218.9
223 sb21-03 -6.887 -4.814 -0.017 False 218.9
224 sb22-09 -17.296 3.333 -0.045 False 218.9
225 sb22-10 -18.216 1.304 -0.017 False 218.9
226 sb22-11 -15.812 2.312 -0.065 False 218.9
227 sb23-01 -16.173 -6.378 -0.033 False 218.9
228 sb23-02 -14.469 -6.902 -0.041 False 218.9
229 sb23-03 -11.913 -4.75 -0.033 False 218.9
230 sb23-04 -14.463 -4.164 -0.06 False 218.9
231 sb23-05 -13.802 -1.997 -0.08 False 218.9
232 sb22-01 -16.947 -0.227 -0.073 False 218.9
233 sb22-02 -14.627 0.66 -0.048 False 218.9
234 sb22-03 -12.546 -0.765 -0.061 False 218.9
235 sb22-04 -11.798 0.882 -0.081 False 218.9
236 sb22-05 -12.841 2.382 -0.043 False 218.9
237 sb22-06 -14.89 3.763 -0.066 False 218.9
238 sb22-07 -15.365 5.571 -0.026 False 218.9
239 sb22-08 -17.615 5.576 -0.008 False 218.9
240 sb24-04 -10.201 -8.693 -0.046 False 218.9
241 sb24-05 -10.135 -6.947 -0.021 False 218.9
242 sb24-06 -12.447 -6.431 -0.051 False 218.9
243 sb24-07 -12.681 -8.866 -0.058 False 218.9
244 sb24-08 -14.355 -8.748 -0.026 False 218.9
245 sb24-09 -16.195 -8.618 -0.071 False 218.9
246 sb24-10 -15.711 -10.739 -0.023 False 218.9
247 sb24-11 -13.635 -11.438 -0.012 False 218.9
248 sb23-06 -15.97 -3.081 -0.063 False 218.9
249 sb23-07 -15.39 -1.103 -0.069 False 218.9
250 sb23-08 -17.301 -1.944 -0.079 False 218.9
251 sb23-09 -19.749 -0.741 -0.069 False 218.9
252 sb23-10 -18.698 -4.871 -0.04 False 218.9
253 sb24-01 -11.871 -13.324 0.008 False 218.9
254 sb24-02 -11.842 -11.223 -0.01 False 218.9
255 sb24-03 -9.89 -10.551 0.008 False 218.9
